"U:0","U:1","U:2","V","epsilon","k","nut","p","Face Count","Cell Type"
5.0869,-0.034071,-3.7752e-18,1.3967e-09,7.978,0.27314,0.00084166,18.189,6,12
5.0871,-0.03272,7.4934e-18,1.4142e-09,7.9627,0.27279,0.00084106,18.182,6,12
5.0875,-0.03145,-3.7181e-18,1.4318e-09,7.9487,0.27246,0.0008405,18.175,6,12
5.088,-0.030256,0,1.4497e-09,7.9357,0.27215,0.00083999,18.168,6,12
5.0886,-0.029138,0,1.4679e-09,7.9237,0.27187,0.00083952,18.16,6,12
5.0894,-0.028092,0,1.4863e-09,7.9127,0.27161,0.00083909,18.152,6,12
5.0902,-0.027117,3.6043e-18,1.5049e-09,7.9025,0.27137,0.00083869,18.145,6,12
5.0911,-0.026209,7.1518e-18,1.5238e-09,7.8931,0.27115,0.00083832,18.136,6,12
5.0922,-0.025365,3.5473e-18,1.543e-09,7.8844,0.27095,0.00083798,18.128,6,12
5.0932,-0.024584,0,1.5624e-09,7.8764,0.27076,0.00083766,18.119,6,12
5.0944,-0.023863,-1.7351e-22,1.5821e-09,7.869,0.27058,0.00083737,18.111,6,12
5.0956,-0.023199,0,1.6021e-09,7.8622,0.27042,0.00083711,18.102,6,12
5.0968,-0.02259,0,1.6224e-09,7.8559,0.27027,0.00083686,18.093,6,12
5.0981,-0.022034,3.405e-18,1.6429e-09,7.8501,0.27014,0.00083664,18.083,6,12
5.0995,-0.02153,-3.3768e-18,1.6637e-09,7.8448,0.27001,0.00083643,18.074,6,12
5.1009,-0.021077,-3.3485e-18,1.6848e-09,7.8398,0.2699,0.00083624,18.064,6,12
5.1023,-0.020673,0,1.7062e-09,7.8353,0.26979,0.00083606,18.054,6,12
5.1037,-0.020318,0,1.7278e-09,7.8311,0.26969,0.0008359,18.044,6,12
5.1052,-0.020014,0,1.7498e-09,7.8273,0.2696,0.00083575,18.034,6,12
5.1067,-0.019762,0,1.7721e-09,7.8237,0.26952,0.00083562,18.024,6,12
5.1083,-0.019566,-3.2079e-18,1.7947e-09,7.8205,0.26944,0.0008355,18.013,6,12
5.1098,-0.01943,-3.18e-18,1.8176e-09,7.8175,0.26938,0.00083539,18.002,6,12
5.1115,-0.019361,3.1521e-18,1.8408e-09,7.8148,0.26931,0.00083529,17.99,6,12
5.1131,-0.019367,-3.1242e-18,1.8644e-09,7.8123,0.26926,0.00083521,17.979,6,12
5.1148,-0.019462,6.1928e-18,1.8882e-09,7.8101,0.26921,0.00083513,17.966,6,12
5.1166,-0.019661,0,1.9124e-09,7.8081,0.26916,0.00083506,17.954,6,12
5.1185,-0.019985,0,1.937e-09,7.8062,0.26912,0.000835,17.941,6,12
5.1204,-0.02046,-2.9983e-22,1.9619e-09,7.8046,0.26908,0.00083495,17.927,6,12
5.1225,-0.021122,0,1.9871e-09,7.8031,0.26905,0.0008349,17.913,6,12
5.1247,-0.022014,-2.9575e-18,2.0127e-09,7.8018,0.26902,0.00083487,17.897,6,12
5.1271,-0.023191,-2.9295e-18,2.0386e-09,7.8006,0.269,0.00083484,17.881,6,12
5.1297,-0.024723,-2.9005e-18,2.0649e-09,7.7997,0.26898,0.00083483,17.863,6,12
5.1327,-0.026696,0,2.0916e-09,7.7989,0.26896,0.00083482,17.844,6,12
5.136,-0.029216,0,2.1186e-09,7.7983,0.26895,0.00083482,17.822,6,12
5.1398,-0.032412,2.8134e-18,2.1461e-09,7.798,0.26895,0.00083484,17.798,6,12
5.1442,-0.036438,-2.7832e-18,2.1739e-09,7.798,0.26896,0.00083487,17.77,6,12
5.1495,-0.041472,-2.7567e-18,2.2021e-09,7.7985,0.26897,0.00083493,17.737,6,12
5.1559,-0.04771,0,2.2307e-09,7.7995,0.269,0.00083501,17.699,6,12
5.1636,-0.055355,-2.6861e-18,2.2596e-09,7.8014,0.26906,0.00083514,17.654,6,12
5.1732,-0.064599,-2.6505e-18,2.289e-09,7.8045,0.26914,0.00083532,17.599,6,12
5.185,-0.075574,0,2.3189e-09,7.8093,0.26926,0.00083558,17.532,6,12
5.1998,-0.088304,1.0523e-20,2.3491e-09,7.8163,0.26944,0.00083594,17.449,6,12
5.218,-0.10285,0,2.3797e-09,7.826,0.26969,0.00083642,17.347,6,12
10.107,0.072539,1.8884e-19,3.1474e-10,13.433,0.34698,0.00080663,-4.9962,6,12
10.112,0.077398,-1.8675e-19,3.1792e-10,13.412,0.34632,0.00080485,-5.0408,6,12
10.118,0.083024,-1.9139e-19,3.2114e-10,13.391,0.34567,0.00080307,-5.0941,6,12
10.125,0.089349,1.9348e-19,3.2439e-10,13.371,0.34502,0.00080128,-5.1579,6,12
10.134,0.09634,0,3.2767e-10,13.352,0.34439,0.00079949,-5.2353,6,12
10.144,0.10392,0,3.31e-10,13.335,0.34379,0.00079771,-5.3295,6,12
10.157,0.11194,-1.987e-19,3.3437e-10,13.319,0.34321,0.00079595,-5.4437,6,12
10.171,0.12016,0,3.3777e-10,13.307,0.34268,0.00079422,-5.5808,6,12
10.189,0.12832,2.0859e-19,3.4121e-10,13.297,0.34219,0.00079253,-5.7436,6,12
10.209,0.13606,0,3.4469e-10,13.292,0.34177,0.00079089,-5.9346,6,12
10.232,0.14298,0,3.4821e-10,13.291,0.34142,0.00078932,-6.1557,6,12
10.258,0.14862,2.3434e-19,3.5178e-10,13.296,0.34116,0.00078784,-6.4087,6,12
10.288,0.15249,0,3.5538e-10,13.307,0.341,0.00078648,-6.6946,6,12
10.321,0.15403,0,3.5902e-10,13.326,0.34098,0.00078524,-7.0141,6,12
10.358,0.15263,2.6432e-19,3.6271e-10,13.354,0.3411,0.00078415,-7.3673,6,12
10.398,0.14765,-2.7703e-19,3.6644e-10,13.392,0.34139,0.00078326,-7.7534,6,12
10.441,0.13842,-2.9104e-19,3.7021e-10,13.441,0.34187,0.00078258,-8.171,6,12
10.487,0.12424,0,3.7403e-10,13.504,0.34257,0.00078215,-8.618,6,12
10.536,0.10439,0,3.7789e-10,13.581,0.34352,0.00078202,-9.0911,6,12
10.586,0.078191,0,3.818e-10,13.674,0.34474,0.00078224,-9.5864,6,12
10.639,0.044954,-3.4294e-19,3.8575e-10,13.784,0.34626,0.00078285,-10.099,6,12
10.692,0.0040499,0,3.8974e-10,13.913,0.34812,0.00078394,-10.622,6,12
10.745,-0.045089,-1.527e-20,3.9379e-10,14.061,0.35033,0.00078557,-11.15,6,12
10.797,-0.10294,0,3.9788e-10,14.23,0.35294,0.00078783,-11.675,6,12
10.847,-0.16986,4.1458e-19,4.0202e-10,14.421,0.35597,0.00079081,-12.187,6,12
10.893,-0.24608,-4.2749e-19,4.062e-10,14.634,0.35945,0.00079459,-12.678,6,12
10.935,-0.33166,2.5123e-20,4.1044e-10,14.871,0.36342,0.00079928,-13.138,6,12
10.972,-0.42649,-2.7378e-20,4.1473e-10,15.133,0.3679,0.00080497,-13.556,6,12
11.001,-0.53027,0,4.1906e-10,15.421,0.37295,0.00081176,-13.924,6,12
11.022,-0.64249,4.605e-19,4.2345e-10,15.736,0.37858,0.00081972,-14.231,6,12
11.034,-0.76245,4.299e-19,4.2789e-10,16.079,0.38483,0.00082893,-14.467,6,12
11.035,-0.88922,0,4.3238e-10,16.453,0.39174,0.00083945,-14.624,6,12
11.024,-1.0217,8.4785e-19,4.3693e-10,16.858,0.39932,0.00085131,-14.694,6,12
11.001,-1.1586,0,4.4153e-10,17.296,0.4076,0.00086452,-14.67,6,12
10.964,-1.2984,-4.4402e-19,4.4618e-10,17.768,0.41659,0.00087908,-14.548,6,12
10.914,-1.4397,-7.9182e-19,4.5089e-10,18.275,0.4263,0.00089495,-14.324,6,12
10.85,-1.5806,0,4.5565e-10,18.818,0.43669,0.00091205,-13.996,6,12
10.772,-1.7196,-7.3032e-19,4.6047e-10,19.396,0.44776,0.00093029,-13.566,6,12
10.68,-1.855,0,4.6535e-10,20.007,0.45944,0.00094954,-13.035,6,12
10.575,-1.985,0,4.7029e-10,20.65,0.47168,0.00096966,-12.407,6,12
10.458,-2.1082,6.7072e-19,4.7528e-10,21.319,0.48438,0.00099046,-11.689,6,12
10.33,-2.2231,0,4.8034e-10,22.011,0.49744,0.0010118,-10.888,6,12
10.191,-2.3286,0,4.8546e-10,22.719,0.51074,0.0010334,-10.013,6,12
10.043,-2.4237,-4.5809e-19,4.9063e-10,23.435,0.52415,0.0010551,-9.0744,6,12
9.8878,-2.5075,0,4.9587e-10,24.152,0.53753,0.0010767,-8.082,6,12
9.7266,-2.5797,3.4956e-19,5.0117e-10,24.861,0.55074,0.0010981,-7.047,6,12
9.561,-2.6398,0,5.0654e-10,25.552,0.56363,0.0011189,-5.9803,6,12
9.3923,-2.6879,-5.1177e-19,5.1197e-10,26.219,0.57608,0.0011392,-4.8926,6,12
9.222,-2.7241,-2.1382e-19,5.1747e-10,26.851,0.58796,0.0011587,-3.7942,6,12
9.0516,-2.7487,2.806e-19,5.2303e-10,27.444,0.59916,0.0011773,-2.6945,6,12
8.8821,-2.7623,0,5.2866e-10,27.988,0.60959,0.0011949,-1.602,6,12
8.7147,-2.7654,-1.7022e-20,5.3436e-10,28.481,0.61918,0.0012115,-0.52432,6,12
8.5503,-2.7588,0,5.4013e-10,28.918,0.62787,0.0012269,0.53193,6,12
8.3897,-2.7433,0,5.4596e-10,29.296,0.63563,0.0012412,1.5613,6,12
8.2337,-2.7197,-2.6473e-19,5.5187e-10,29.614,0.64243,0.0012543,2.5593,6,12
8.0827,-2.6888,0,5.5785e-10,29.872,0.64827,0.0012662,3.5224,6,12
7.9371,-2.6515,0,5.6391e-10,30.069,0.65314,0.0012769,4.448,6,12
7.7973,-2.6086,0,5.7003e-10,30.207,0.65706,0.0012863,5.3343,6,12
7.6634,-2.5609,0,5.7624e-10,30.287,0.66004,0.0012946,6.1801,6,12
7.5356,-2.5092,-3.6601e-19,5.8251e-10,30.313,0.66211,0.0013016,6.985,6,12
7.4138,-2.4541,0,5.8887e-10,30.287,0.66331,0.0013074,7.749,6,12
7.2982,-2.3963,0,5.953e-10,30.213,0.66367,0.001312,8.4724,6,12
7.1885,-2.3366,0,6.0181e-10,30.095,0.66325,0.0013155,9.156,6,12
7.0847,-2.2754,0,6.084e-10,29.938,0.6621,0.0013179,9.8008,6,12
6.9867,-2.2132,0,6.1508e-10,29.748,0.66032,0.0013191,10.408,6,12
6.8943,-2.1505,0,6.2183e-10,29.531,0.65798,0.0013195,10.979,6,12
6.8074,-2.0877,6.1726e-19,6.2867e-10,29.296,0.65522,0.0013189,11.516,6,12
6.7256,-2.025,0,6.3559e-10,29.05,0.65214,0.0013176,12.019,6,12
6.649,-1.9628,0,6.426e-10,28.802,0.6489,0.0013157,12.491,6,12
6.5772,-1.9012,-6.9367e-19,6.497e-10,28.561,0.64563,0.0013135,12.933,6,12
6.51,-1.8401,0,6.5688e-10,28.336,0.64248,0.0013111,13.346,6,12
6.4473,-1.7796,0,6.6415e-10,28.133,0.63958,0.0013086,13.733,6,12
6.3887,-1.7195,-7.6791e-19,6.7151e-10,27.958,0.63705,0.0013064,14.094,6,12
6.3341,-1.6596,0,6.7897e-10,27.815,0.63497,0.0013046,14.431,6,12
6.283,-1.5995,7.9928e-19,6.8651e-10,27.702,0.63335,0.0013032,14.745,6,12
6.2353,-1.5391,6.736e-21,6.9415e-10,27.619,0.6322,0.0013024,15.037,6,12
6.1906,-1.4779,1.6642e-18,7.0189e-10,27.557,0.63144,0.0013022,15.308,6,12
6.1486,-1.4158,0,7.0972e-10,27.509,0.63095,0.0013024,15.56,6,12
6.1089,-1.3525,8.6708e-19,7.1765e-10,27.461,0.63055,0.001303,15.793,6,12
6.0712,-1.2878,8.7984e-19,7.2568e-10,27.4,0.63002,0.0013038,16.008,6,12
6.0353,-1.2217,-1.7708e-18,7.3381e-10,27.311,0.62913,0.0013043,16.206,6,12
6.0007,-1.1543,-1.7938e-18,7.4205e-10,27.178,0.62762,0.0013044,16.388,6,12
5.9672,-1.0859,0,7.5038e-10,26.986,0.62523,0.0013037,16.555,6,12
5.9345,-1.0166,1.8374e-18,7.5882e-10,26.724,0.62173,0.0013018,16.707,6,12
5.9026,-0.94692,0,7.6737e-10,26.382,0.61692,0.0012984,16.847,6,12
5.8712,-0.87739,0,7.7603e-10,25.954,0.61068,0.0012932,16.974,6,12
5.8401,-0.80854,-1.9e-18,7.8479e-10,25.438,0.6029,0.001286,17.089,6,12
5.8095,-0.74094,-3.8527e-18,7.9367e-10,24.836,0.59358,0.0012768,17.195,6,12
5.7791,-0.67521,0,8.0265e-10,24.154,0.58275,0.0012654,17.291,6,12
5.749,-0.61191,-1.9726e-18,8.1175e-10,23.4,0.57052,0.0012519,17.379,6,12
5.7193,-0.55158,0,8.2097e-10,22.587,0.55706,0.0012365,17.458,6,12
5.6899,-0.49469,-9.9651e-21,8.3031e-10,21.728,0.54256,0.0012193,17.532,6,12
5.6609,-0.44162,0,8.3976e-10,20.837,0.52725,0.0012007,17.598,6,12
5.6324,-0.39267,2.0509e-18,8.4933e-10,19.929,0.51139,0.001181,17.66,6,12
5.6044,-0.34804,2.06e-18,8.5903e-10,19.019,0.49522,0.0011605,17.716,6,12
5.5769,-0.3078,-2.0773e-18,8.6884e-10,18.119,0.47899,0.0011396,17.768,6,12
5.5501,-0.27195,-8.0539e-21,8.7879e-10,17.243,0.46293,0.0011186,17.815,6,12
5.5239,-0.24038,0,8.8886e-10,16.398,0.44724,0.0010978,17.858,6,12
5.4984,-0.2129,0,8.9906e-10,15.594,0.43209,0.0010775,17.899,6,12
5.4736,-0.18926,2.1326e-18,9.0939e-10,14.837,0.41763,0.0010579,17.935,6,12
5.4496,-0.16914,2.1424e-18,9.1985e-10,14.132,0.40396,0.0010393,17.969,6,12
5.4265,-0.15221,0,9.3045e-10,13.479,0.39117,0.0010217,17.999,6,12
5.4041,-0.1381,-4.3195e-18,9.4118e-10,12.881,0.37929,0.0010051,18.027,6,12
5.3826,-0.12644,0,9.5205e-10,12.337,0.36834,0.00098976,18.053,6,12
5.362,-0.11687,0,9.6306e-10,11.846,0.35833,0.00097556,18.076,6,12
5.3423,-0.10906,2.1713e-18,9.7422e-10,11.404,0.34923,0.00096252,18.097,6,12
5.3235,-0.10269,-2.1714e-18,9.8552e-10,11.01,0.34101,0.00095058,18.117,6,12
5.3057,-0.097479,4.3363e-18,9.9696e-10,10.659,0.3336,0.00093969,18.134,6,12
5.2887,-0.093179,2.1677e-18,1.0086e-09,10.348,0.32697,0.0009298,18.15,6,12
5.2727,-0.089579,2.1642e-18,1.0203e-09,10.073,0.32104,0.00092083,18.164,6,12
5.2576,-0.086501,0,1.0322e-09,9.831,0.31575,0.00091272,18.176,6,12
5.2435,-0.083801,0,1.0442e-09,9.6175,0.31105,0.00090538,18.187,6,12
5.2302,-0.081363,2.1456e-18,1.0564e-09,9.4296,0.30687,0.00089876,18.197,6,12
5.2179,-0.079095,-2.1388e-18,1.0688e-09,9.264,0.30315,0.00089279,18.206,6,12
5.2063,-0.076932,2.1314e-18,1.0813e-09,9.1181,0.29984,0.00088741,18.213,6,12
5.1957,-0.074824,0,1.094e-09,8.9892,0.2969,0.00088256,18.22,6,12
5.1858,-0.072738,2.1166e-18,1.1069e-09,8.8751,0.29428,0.00087819,18.225,6,12
5.1768,-0.070653,2.1073e-18,1.1199e-09,8.7739,0.29194,0.00087424,18.23,6,12
5.1684,-0.068557,0,1.1331e-09,8.6839,0.28984,0.00087068,18.233,6,12
5.1608,-0.066447,-1.4145e-21,1.1464e-09,8.6035,0.28797,0.00086747,18.236,6,12
5.1538,-0.064325,2.0756e-18,1.16e-09,8.5316,0.28628,0.00086457,18.238,6,12
5.1475,-0.062196,0,1.1737e-09,8.467,0.28476,0.00086194,18.24,6,12
5.1418,-0.060067,-2.0548e-18,1.1876e-09,8.4089,0.28339,0.00085956,18.24,6,12
5.1366,-0.057948,0,1.2017e-09,8.3563,0.28215,0.0008574,18.24,6,12
5.132,-0.055848,0,1.2159e-09,8.3088,0.28102,0.00085544,18.239,6,12
5.1279,-0.053776,-6.0571e-18,1.2304e-09,8.2656,0.28,0.00085366,18.238,6,12
5.1242,-0.051742,0,1.245e-09,8.2263,0.27907,0.00085203,18.236,6,12
5.1209,-0.049753,-3.99e-18,1.2599e-09,8.1905,0.27822,0.00085056,18.233,6,12
5.1181,-0.047817,3.9636e-18,1.2749e-09,8.1578,0.27744,0.00084921,18.231,6,12
5.1156,-0.04594,0,1.2901e-09,8.1279,0.27673,0.00084798,18.227,6,12
5.1134,-0.044126,0,1.3055e-09,8.1005,0.27608,0.00084685,18.223,6,12
5.1115,-0.04238,3.8877e-18,1.3212e-09,8.0754,0.27549,0.00084582,18.219,6,12
5.11,-0.040704,0,1.337e-09,8.0524,0.27494,0.00084488,18.215,6,12
5.1086,-0.039101,0,1.3531e-09,8.0312,0.27444,0.00084401,18.209,6,12
5.1076,-0.037571,0,1.3693e-09,8.0118,0.27398,0.00084322,18.204,6,12
5.1067,-0.036114,0,1.3858e-09,7.9939,0.27355,0.00084249,18.198,6,12
5.1061,-0.034731,-7.5095e-18,1.4025e-09,7.9775,0.27316,0.00084182,18.192,6,12
5.1056,-0.033421,-3.7276e-18,1.4194e-09,7.9623,0.2728,0.00084121,18.186,6,12
5.1053,-0.032182,-3.701e-18,1.4366e-09,7.9484,0.27247,0.00084065,18.18,6,12
5.1052,-0.031015,7.3474e-18,1.4539e-09,7.9355,0.27217,0.00084013,18.173,6,12
5.1051,-0.029915,0,1.4715e-09,7.9237,0.27189,0.00083965,18.166,6,12
5.1053,-0.028883,0,1.4894e-09,7.9128,0.27163,0.00083921,18.159,6,12
5.1055,-0.027917,0,1.5075e-09,7.9027,0.27139,0.00083881,18.151,6,12
5.1058,-0.027013,-3.5649e-18,1.5258e-09,7.8934,0.27117,0.00083844,18.143,6,12
5.1063,-0.026171,-3.5375e-18,1.5444e-09,7.8849,0.27097,0.0008381,18.135,6,12
5.1068,-0.025387,-7.0202e-18,1.5632e-09,7.877,0.27079,0.00083779,18.127,6,12
5.1074,-0.024661,-3.4827e-18,1.5823e-09,7.8697,0.27061,0.0008375,18.118,6,12
5.108,-0.023991,-3.4555e-18,1.6016e-09,7.863,0.27046,0.00083723,18.11,6,12
5.1088,-0.023373,3.4281e-18,1.6212e-09,7.8569,0.27031,0.00083699,18.101,6,12
5.1095,-0.022806,0,1.641e-09,7.8512,0.27018,0.00083677,18.092,6,12
5.1104,-0.02229,-3.3737e-18,1.6611e-09,7.846,0.27006,0.00083657,18.083,6,12
5.1113,-0.021823,-3.3463e-18,1.6815e-09,7.8412,0.26994,0.00083638,18.073,6,12
5.1122,-0.021404,-3.3192e-18,1.7022e-09,7.8369,0.26984,0.00083622,18.064,6,12
5.1132,-0.021032,3.2921e-18,1.7231e-09,7.8329,0.26975,0.00083607,18.054,6,12
5.1142,-0.020709,3.265e-18,1.7444e-09,7.8292,0.26966,0.00083593,18.044,6,12
5.1152,-0.020436,0,1.7659e-09,7.8259,0.26959,0.00083581,18.034,6,12
5.1163,-0.020215,0,1.7877e-09,7.8228,0.26952,0.0008357,18.023,6,12
5.1174,-0.02005,-1.7152e-23,1.8098e-09,7.8201,0.26945,0.0008356,18.013,6,12
5.1185,-0.019946,3.1571e-18,1.8322e-09,7.8176,0.2694,0.00083551,18.002,6,12
5.1197,-0.019911,-3.1302e-18,1.8549e-09,7.8154,0.26935,0.00083544,17.991,6,12
5.121,-0.019956,0,1.8779e-09,7.8134,0.2693,0.00083538,17.979,6,12
5.1222,-0.020093,-3.0766e-18,1.9012e-09,7.8116,0.26926,0.00083533,17.967,6,12
5.1236,-0.02034,0,1.9249e-09,7.8101,0.26923,0.00083528,17.955,6,12
5.125,-0.02072,0,1.9488e-09,7.8088,0.2692,0.00083525,17.942,6,12
5.1265,-0.021262,2.9961e-18,1.9732e-09,7.8077,0.26918,0.00083523,17.929,6,12
5.128,-0.022004,0,1.9978e-09,7.8067,0.26916,0.00083522,17.915,6,12
5.1297,-0.022993,2.9423e-18,2.0227e-09,7.806,0.26915,0.00083521,17.9,6,12
5.1316,-0.02429,2.9152e-18,2.048e-09,7.8055,0.26914,0.00083522,17.885,6,12
5.1337,-0.025971,0,2.0737e-09,7.8052,0.26914,0.00083524,17.868,6,12
5.136,-0.028132,0,2.0997e-09,7.8051,0.26914,0.00083527,17.85,6,12
5.1386,-0.030891,0,2.126e-09,7.8054,0.26915,0.00083531,17.83,6,12
5.1417,-0.034392,-5.6114e-18,2.1528e-09,7.806,0.26917,0.00083537,17.808,6,12
5.1453,-0.038813,-5.5542e-18,2.1799e-09,7.807,0.2692,0.00083545,17.783,6,12
5.1496,-0.044357,5.4902e-18,2.2073e-09,7.8086,0.26925,0.00083556,17.753,6,12
5.1549,-0.051259,0,2.2351e-09,7.811,0.26932,0.00083571,17.719,6,12
5.1614,-0.059767,0,2.2634e-09,7.8146,0.26941,0.0008359,17.678,6,12
5.1697,-0.070127,0,2.292e-09,7.8197,0.26954,0.00083617,17.628,6,12
5.1802,-0.082514,5.232e-18,2.321e-09,7.8271,0.26972,0.00083652,17.565,6,12
5.1937,-0.097012,-5.1425e-18,2.3504e-09,7.8373,0.26998,0.000837,17.487,6,12
5.2107,-0.11363,0,2.3802e-09,7.8512,0.27031,0.00083761,17.389,6,12
10.108,0.066423,0,3.3728e-10,13.045,0.34682,0.00082986,-5.0638,6,12
10.114,0.070381,0,3.4057e-10,13.012,0.34617,0.00082886,-5.116,6,12
10.12,0.074892,-2.7323e-21,3.439e-10,12.98,0.34553,0.00082786,-5.1769,6,12
10.128,0.079862,2.9416e-21,3.4727e-10,12.948,0.3449,0.00082686,-5.2481,6,12
10.138,0.085223,0,3.5068e-10,12.918,0.34429,0.00082586,-5.3321,6,12
10.148,0.090879,-1.8954e-19,3.5412e-10,12.889,0.3437,0.00082488,-5.4317,6,12
10.161,0.096678,0,3.576e-10,12.861,0.34313,0.00082391,-5.5491,6,12
10.176,0.10242,0,3.6112e-10,12.836,0.3426,0.00082298,-5.6868,6,12
10.193,0.10783,0,3.6468e-10,12.813,0.34211,0.00082209,-5.8469,6,12
10.212,0.11261,0,3.6828e-10,12.794,0.34168,0.00082125,-6.0313,6,12
10.234,0.11641,0,3.7191e-10,12.778,0.34131,0.0008205,-6.2416,6,12
10.259,0.1188,-4.4001e-19,3.7559e-10,12.766,0.34102,0.00081984,-6.479,6,12
10.286,0.11935,0,3.7931e-10,12.76,0.34082,0.00081929,-6.7444,6,12
10.317,0.11755,0,3.8307e-10,12.76,0.34074,0.00081889,-7.0381,6,12
10.35,0.11289,-4.9341e-19,3.8687e-10,12.767,0.34078,0.00081866,-7.3597,6,12
10.387,0.10481,0,3.9072e-10,12.783,0.34098,0.00081863,-7.7085,6,12
10.425,0.092706,2.6639e-19,3.946e-10,12.807,0.34135,0.00081884,-8.083,6,12
10.467,0.075992,0,3.9854e-10,12.842,0.34193,0.00081933,-8.4809,6,12
10.51,0.054063,0,4.0251e-10,12.89,0.34272,0.00082012,-8.8993,6,12
10.554,0.026326,-2.9937e-19,4.0653e-10,12.95,0.34377,0.00082128,-9.3344,6,12
10.6,-0.0077871,3.2113e-19,4.1059e-10,13.026,0.3451,0.00082284,-9.7816,6,12
10.646,-0.048801,0,4.147e-10,13.118,0.34673,0.00082485,-10.235,6,12
10.692,-0.097179,-1.4819e-20,4.1886e-10,13.227,0.3487,0.00082737,-10.69,6,12
10.736,-0.15331,0,4.2306e-10,13.355,0.35105,0.00083045,-11.138,6,12
10.778,-0.21746,3.5117e-19,4.2732e-10,13.505,0.35378,0.00083414,-11.572,6,12
10.817,-0.28982,0,4.3161e-10,13.676,0.35695,0.0008385,-11.984,6,12
10.851,-0.37039,3.8948e-19,4.3596e-10,13.87,0.36057,0.0008436,-12.365,6,12
10.881,-0.45905,-3.968e-19,4.4036e-10,14.09,0.36467,0.00084947,-12.708,6,12
10.903,-0.55552,0,4.4481e-10,14.335,0.36929,0.00085618,-13.002,6,12
10.918,-0.65933,0,4.493e-10,14.608,0.37444,0.00086378,-13.241,6,12
10.925,-0.76984,-4.0728e-19,4.5385e-10,14.91,0.38015,0.00087229,-13.415,6,12
10.921,-0.88623,0,4.5845e-10,15.242,0.38644,0.00088176,-13.517,6,12
10.907,-1.0075,-8.0632e-19,4.6311e-10,15.605,0.39331,0.00089219,-13.541,6,12
10.882,-1.1326,-7.2937e-19,4.6781e-10,16,0.4008,0.0009036,-13.482,6,12
10.845,-1.2602,0,4.7257e-10,16.427,0.40888,0.00091597,-13.334,6,12
10.795,-1.389,7.5775e-19,4.7739e-10,16.886,0.41755,0.00092927,-13.096,6,12
10.733,-1.5174,0,4.8226e-10,17.377,0.4268,0.00094345,-12.766,6,12
10.658,-1.6442,7.0188e-19,4.8718e-10,17.898,0.43658,0.00095845,-12.345,6,12
10.571,-1.7676,6.0462e-19,4.9216e-10,18.448,0.44686,0.00097418,-11.834,6,12
10.472,-1.8864,5.6849e-19,4.972e-10,19.023,0.45756,0.00099053,-11.237,6,12
10.361,-1.9992,0,5.023e-10,19.62,0.46863,0.0010074,-10.56,6,12
10.241,-2.1048,0,5.0746e-10,20.235,0.47997,0.0010246,-9.8086,6,12
10.11,-2.202,0,5.1268e-10,20.862,0.49149,0.0010421,-8.9908,6,12
9.9721,-2.2901,4.4524e-19,5.1795e-10,21.495,0.50309,0.0010597,-8.115,6,12
9.8267,-2.3683,-3.4863e-19,5.2329e-10,22.128,0.51465,0.0010773,-7.1903,6,12
9.6757,-2.4361,-6.4013e-19,5.2869e-10,22.754,0.52608,0.0010947,-6.2261,6,12
9.5203,-2.4932,0,5.3415e-10,23.367,0.53726,0.0011117,-5.232,6,12
9.3619,-2.5396,3.3926e-20,5.3968e-10,23.96,0.54809,0.0011284,-4.2173,6,12
9.2016,-2.5752,-1.4766e-19,5.4527e-10,24.526,0.55847,0.0011445,-3.191,6,12
9.0408,-2.6004,-2.6791e-20,5.5093e-10,25.06,0.56833,0.00116,-2.1616,6,12
8.8805,-2.6155,0,5.5665e-10,25.557,0.57759,0.0011748,-1.1368,6,12
8.7218,-2.6211,1.6684e-20,5.6244e-10,26.013,0.58619,0.0011888,-0.1234,6,12
8.5655,-2.6177,0,5.6829e-10,26.425,0.59407,0.001202,0.87242,6,12
8.4123,-2.606,0,5.7422e-10,26.79,0.60121,0.0012143,1.8456,6,12
8.263,-2.5867,1.3581e-19,5.8021e-10,27.107,0.60757,0.0012256,2.7917,6,12
8.118,-2.5605,-1.9338e-19,5.8628e-10,27.374,0.61315,0.0012361,3.7075,6,12
7.9779,-2.5282,0,5.9242e-10,27.591,0.61792,0.0012455,4.5901,6,12
7.8428,-2.4906,0,5.9863e-10,27.76,0.62188,0.0012538,5.4378,6,12
7.713,-2.4482,0,6.0491e-10,27.88,0.62505,0.0012612,6.2491,6,12
7.5887,-2.4018,3.5959e-19,6.1127e-10,27.953,0.62743,0.0012675,7.0234,6,12
7.47,-2.3521,0,6.177e-10,27.982,0.62904,0.0012727,7.7604,6,12
7.3568,-2.2997,0,6.2421e-10,27.968,0.6299,0.0012768,8.4602,6,12
7.2492,-2.2452,0,6.3079e-10,27.916,0.63005,0.0012798,9.1233,6,12
7.147,-2.189,0,6.3746e-10,27.829,0.62955,0.0012818,9.7505,6,12
7.0503,-2.1318,0,6.442e-10,27.712,0.62846,0.0012827,10.343,6,12
6.9588,-2.074,0,6.5102e-10,27.572,0.62686,0.0012827,10.901,6,12
6.8725,-2.0158,0,6.5793e-10,27.415,0.62486,0.0012818,11.427,6,12
6.7912,-1.9576,6.2517e-19,6.6491e-10,27.249,0.62257,0.0012802,11.921,6,12
6.7147,-1.8997,6.5145e-19,6.7199e-10,27.082,0.62013,0.001278,12.386,6,12
6.6428,-1.8422,6.8209e-19,6.7914e-10,26.922,0.61767,0.0012754,12.822,6,12
