"U:0","U:1","U:2","V","epsilon","k","nut","p","Face Count","Cell Type"
5.1292,0.018955,1.5606e-18,1.8894e-09,7.8216,0.26746,0.00082312,17.895,6,12
5.1284,0.023585,0,1.9005e-09,7.8226,0.26744,0.00082291,17.886,6,12
5.1277,0.029511,-1.5467e-18,1.9116e-09,7.8239,0.26743,0.00082269,17.877,6,12
5.1271,0.037099,0,1.9228e-09,7.8258,0.26742,0.00082244,17.867,6,12
5.1269,0.046802,0,1.934e-09,7.8285,0.26742,0.00082218,17.856,6,12
5.1274,0.059159,-1.5217e-18,1.9452e-09,7.8323,0.26744,0.00082189,17.84,6,12
5.1291,0.074776,1.5116e-18,1.9564e-09,7.8381,0.26749,0.00082158,17.818,6,12
5.133,0.094224,-4.2148e-21,1.9677e-09,7.8467,0.26758,0.00082125,17.785,6,12
5.1405,0.11786,-1.4809e-18,1.979e-09,7.8594,0.26774,0.0008209,17.734,6,12
5.153,0.14576,0,1.9903e-09,7.8773,0.26799,0.00082058,17.655,6,12
0.011758,2.357,0,5.9636e-10,140.9,0.4958,0.00015702,-8.6737,6,12
0.032919,2.4895,0,6.0074e-10,96.071,0.63281,0.00037514,-8.7248,6,12
0.038715,2.5339,1.2271e-19,6.0515e-10,87.92,0.74766,0.00057222,-8.7891,6,12
0.046888,2.5707,0,6.0959e-10,91.097,0.85517,0.00072251,-8.8905,6,12
0.054477,2.611,0,6.1406e-10,100.05,0.96267,0.00083367,-9.0313,6,12
0.06083,2.6598,1.024e-19,6.1856e-10,113.12,1.0741,0.00091797,-9.2128,6,12
0.065694,2.7194,0,6.2309e-10,129.62,1.1914,0.00098558,-9.4382,6,12
0.068786,2.7905,9.8278e-20,6.2765e-10,149.09,1.3148,0.0010436,-9.7125,6,12
0.069754,2.8728,0,6.3224e-10,171.01,1.4433,0.0010963,-10.042,6,12
0.068231,2.9646,9.7906e-20,6.3687e-10,194.77,1.575,0.0011462,-10.433,6,12
0.063853,3.0639,0,6.4152e-10,219.66,1.7072,0.0011942,-10.895,6,12
0.056272,3.168,0,6.4621e-10,244.96,1.8373,0.0012402,-11.435,6,12
0.045166,3.2744,0,6.5092e-10,269.98,1.9624,0.0012838,-12.064,6,12
0.030241,3.3803,0,6.5568e-10,294.13,2.0802,0.0013241,-12.788,6,12
0.011232,3.4832,-2.339e-19,6.6046e-10,316.91,2.1885,0.0013602,-13.618,6,12
-0.012088,3.5806,2.4358e-19,6.6527e-10,337.92,2.2857,0.0013914,-14.562,6,12
-0.039897,3.6706,0,6.7012e-10,356.73,2.3696,0.0014166,-15.627,6,12
-0.072329,3.7509,0,6.75e-10,373.07,2.4392,0.0014353,-16.822,6,12
-0.10945,3.8197,-2.9089e-19,6.7991e-10,386.62,2.4929,0.0014466,-18.151,6,12
-0.15127,3.8747,-3.1135e-19,6.8486e-10,397.02,2.5293,0.0014502,-19.622,6,12
-0.19767,3.9137,-3.5392e-21,6.8983e-10,403.94,2.5472,0.0014456,-21.238,6,12
-0.2484,3.9338,3.6141e-19,6.9485e-10,407.04,2.5454,0.0014326,-23.001,6,12
-0.30302,3.9314,0,6.9989e-10,406.1,2.5233,0.0014111,-24.909,6,12
-0.3608,3.9024,0,7.0497e-10,401.08,2.4813,0.0013815,-26.957,6,12
-0.42066,3.8416,0,7.1008e-10,392.24,2.4207,0.0013445,-29.134,6,12
-0.4811,3.7429,0,7.1523e-10,380.22,2.3448,0.0013014,-31.421,6,12
-0.54006,3.5998,0,7.2041e-10,366.07,2.2586,0.0012541,-33.787,6,12
-0.59499,3.4059,-1.2325e-18,7.2562e-10,351.18,2.1685,0.0012052,-36.19,6,12
-0.64291,3.156,0,7.3087e-10,337.13,2.0822,0.0011574,-38.574,6,12
-0.68069,2.8475,0,7.3616e-10,325.4,2.0069,0.0011139,-40.866,6,12
-0.70549,2.481,0,7.4148e-10,317.15,1.9486,0.0010774,-42.988,6,12
-0.71522,2.0617,0,7.4683e-10,313,1.9109,0.00105,-44.855,6,12
-0.70882,1.5986,9.4497e-19,7.5222e-10,312.99,1.8949,0.0010325,-46.39,6,12
-0.68602,1.1031,1.0063e-18,7.5765e-10,316.64,1.8987,0.0010247,-47.526,6,12
-0.64739,0.58823,0,7.6311e-10,323.13,1.9185,0.0010252,-48.212,6,12
-0.59429,0.065657,0,7.686e-10,331.48,1.9494,0.0010318,-48.422,6,12
-0.52864,-0.45489,1.0425e-18,7.7413e-10,340.74,1.9856,0.0010413,-48.152,6,12
-0.45158,-0.96432,0,7.797e-10,350.28,2.0215,0.0010499,-47.406,6,12
-0.36393,-1.4548,0,7.8531e-10,359.49,2.0528,0.001055,-46.205,6,12
-0.26773,-1.9193,-8.9359e-19,7.9095e-10,367.75,2.076,0.0010547,-44.587,6,12
-0.16544,-2.3528,0,7.9662e-10,374.35,2.0873,0.0010475,-42.595,6,12
-0.059946,-2.7528,0,8.0234e-10,378.57,2.0838,0.0010324,-40.279,6,12
0.045928,-3.1195,0,8.0809e-10,379.85,2.0633,0.0010087,-37.691,6,12
0.15016,-3.4562,0,8.1388e-10,378.12,2.0268,0.00097778,-34.873,6,12
0.25239,-3.7677,0,8.197e-10,374.08,1.9784,0.00094168,-31.859,6,12
0.35482,-4.0587,-2.9856e-20,8.2557e-10,368.98,1.9244,0.00090328,-28.676,6,12
0.46238,-4.3302,-4.5601e-19,8.3147e-10,364.39,1.8728,0.00086631,-25.346,6,12
0.5814,-4.5775,-3.5932e-19,8.374e-10,361.7,1.8317,0.00083482,-21.901,6,12
0.71759,-4.7896,0,8.4338e-10,361.68,1.8072,0.00081266,-18.385,6,12
0.87365,-4.9528,-2.5102e-19,8.494e-10,364.25,1.8028,0.000803,-14.859,6,12
1.0484,-5.0545,0,8.5545e-10,368.49,1.8188,0.00080797,-11.399,6,12
1.2372,-5.0885,0,8.6154e-10,372.86,1.8527,0.00082853,-8.0811,6,12
1.433,-5.0566,6.5949e-20,8.6767e-10,375.69,1.8998,0.00086461,-4.9707,6,12
1.6283,-4.9677,-7.2335e-20,8.7384e-10,375.64,1.9545,0.00091523,-2.1118,6,12
1.817,-4.8348,0,8.8005e-10,372.01,2.0113,0.00097872,0.47532,6,12
1.9952,-4.6719,4.2612e-20,8.8629e-10,364.78,2.0658,0.001053,2.7909,6,12
2.1607,-4.4913,0,8.9258e-10,354.44,2.1147,0.0011355,4.8496,6,12
2.3131,-4.3028,0,8.989e-10,341.78,2.1558,0.0012238,6.6743,6,12
2.4532,-4.1132,0,9.0527e-10,327.61,2.1879,0.0013151,8.2901,6,12
2.5822,-3.9269,0,9.1167e-10,312.62,2.2106,0.0014068,9.7218,6,12
2.7016,-3.7461,0,9.1812e-10,297.35,2.2235,0.0014964,10.992,6,12
2.8126,-3.5721,0,9.246e-10,282.18,2.2268,0.0015816,12.119,6,12
2.9165,-3.4051,-2.9781e-19,9.3113e-10,267.33,2.2208,0.0016604,13.121,6,12
3.0143,-3.2448,3.2337e-19,9.3769e-10,252.91,2.2057,0.0017313,14.011,6,12
3.1068,-3.0909,3.3703e-19,9.443e-10,238.99,2.1821,0.0017932,14.801,6,12
3.1947,-2.943,3.4047e-19,9.5095e-10,225.58,2.1506,0.0018452,15.501,6,12
3.2785,-2.8007,-3.5181e-19,9.5763e-10,212.67,2.1117,0.001887,16.12,6,12
3.3585,-2.6636,0,9.6436e-10,200.25,2.0661,0.0019185,16.667,6,12
3.4351,-2.5315,0,9.7113e-10,188.3,2.0146,0.0019399,17.148,6,12
3.5087,-2.4043,0,9.7794e-10,176.8,1.9579,0.0019513,17.569,6,12
3.5794,-2.2816,0,9.8479e-10,165.73,1.8966,0.0019535,17.937,6,12
3.6474,-2.1635,3.9803e-19,9.9169e-10,155.09,1.8316,0.0019468,18.257,6,12
3.7129,-2.0497,4.1295e-19,9.9862e-10,144.85,1.7633,0.001932,18.534,6,12
3.776,-1.9403,-4.1401e-19,1.0056e-09,135.01,1.6925,0.0019097,18.771,6,12
3.8368,-1.8352,4.2175e-19,1.0126e-09,125.55,1.6198,0.0018808,18.973,6,12
3.8954,-1.7342,0,1.0197e-09,116.47,1.5455,0.0018458,19.143,6,12
3.9518,-1.6374,-8.7962e-19,1.0268e-09,107.77,1.4704,0.0018056,19.285,6,12
4.0061,-1.5447,0,1.0339e-09,99.448,1.3949,0.0017609,19.402,6,12
4.0583,-1.4559,4.5697e-19,1.0411e-09,91.501,1.3195,0.0017125,19.496,6,12
4.1085,-1.3711,4.5879e-19,1.0483e-09,83.935,1.2447,0.0016612,19.569,6,12
4.1567,-1.2902,-9.3651e-19,1.0556e-09,76.756,1.1709,0.0016076,19.625,6,12
4.203,-1.213,0,1.0629e-09,69.972,1.0987,0.0015527,19.664,6,12
4.2474,-1.1395,0,1.0703e-09,63.591,1.0285,0.0014972,19.69,6,12
4.2901,-1.0696,-4.8551e-19,1.0777e-09,57.619,0.96075,0.0014418,19.703,6,12
4.3311,-1.0031,4.9143e-19,1.0851e-09,52.063,0.89582,0.0013872,19.705,6,12
4.3706,-0.93999,-4.9691e-19,1.0926e-09,46.926,0.83407,0.0013342,19.697,6,12
4.4087,-0.88008,5.0192e-19,1.1002e-09,42.207,0.77582,0.0012835,19.681,6,12
4.4454,-0.82324,0,1.1077e-09,37.901,0.72128,0.0012354,19.658,6,12
4.481,-0.76933,0,1.1154e-09,34.002,0.67065,0.0011905,19.629,6,12
4.5155,-0.71822,2.8921e-21,1.123e-09,30.495,0.624,0.0011491,19.596,6,12
4.549,-0.66976,5.1891e-19,1.1307e-09,27.364,0.58135,0.0011116,19.558,6,12
4.5815,-0.62385,2.5333e-21,1.1385e-09,24.589,0.54265,0.0010778,19.517,6,12
4.6132,-0.58037,0,1.1463e-09,22.146,0.5078,0.0010479,19.474,6,12
4.6439,-0.53922,-2.2127e-21,1.1541e-09,20.011,0.47663,0.0010217,19.429,6,12
4.6737,-0.50032,-5.2108e-19,1.162e-09,18.156,0.44892,0.00099899,19.383,6,12
4.7025,-0.46358,-1.9295e-21,1.1699e-09,16.554,0.42443,0.0009794,19.336,6,12
4.7304,-0.42895,0,1.1779e-09,15.179,0.40292,0.00096257,19.289,6,12
4.7572,-0.39634,0,1.1859e-09,14.006,0.38412,0.00094813,19.243,6,12
4.7829,-0.36571,5.2079e-19,1.194e-09,13.008,0.36775,0.00093567,19.197,6,12
4.8076,-0.33698,0,1.2021e-09,12.165,0.35356,0.00092484,19.151,6,12
4.8311,-0.3101,0,1.2102e-09,11.454,0.3413,0.00091532,19.107,6,12
4.8534,-0.285,1.0312e-18,1.2184e-09,10.857,0.33075,0.00090685,19.063,6,12
4.8746,-0.26161,5.1303e-19,1.2267e-09,10.357,0.32169,0.00089924,19.022,6,12
4.8945,-0.23988,0,1.235e-09,9.9396,0.31392,0.00089233,18.981,6,12
4.9133,-0.21971,0,1.2433e-09,9.5913,0.30728,0.00088602,18.942,6,12
4.9309,-0.20105,0,1.2517e-09,9.3011,0.30161,0.00088025,18.904,6,12
4.9474,-0.18381,1.0178e-18,1.2601e-09,9.0594,0.29677,0.00087495,18.867,6,12
4.9628,-0.1679,0,1.2685e-09,8.8581,0.29264,0.00087012,18.832,6,12
4.9771,-0.15326,0,1.2771e-09,8.6904,0.28913,0.00086572,18.799,6,12
4.9904,-0.1398,0,1.2856e-09,8.5505,0.28613,0.00086174,18.767,6,12
5.0027,-0.12744,0,1.2942e-09,8.4336,0.28357,0.00085814,18.736,6,12
5.0141,-0.1161,1.9993e-18,1.3029e-09,8.3357,0.28139,0.00085492,18.706,6,12
5.0247,-0.10571,-9.9552e-19,1.3115e-09,8.2535,0.27953,0.00085204,18.678,6,12
5.0345,-0.096195,-1.0336e-21,1.3203e-09,8.1844,0.27794,0.00084949,18.651,6,12
5.0435,-0.08749,9.8836e-19,1.3291e-09,8.1262,0.27658,0.00084723,18.625,6,12
5.0518,-0.079528,0,1.3379e-09,8.0769,0.27542,0.00084524,18.601,6,12
5.0594,-0.072248,-9.8112e-19,1.3468e-09,8.0352,0.27442,0.0008435,18.577,6,12
5.0665,-0.065595,0,1.3557e-09,7.9998,0.27357,0.00084196,18.555,6,12
5.0729,-0.059515,9.7378e-19,1.3646e-09,7.9697,0.27283,0.00084062,18.533,6,12
5.0789,-0.053959,9.6988e-19,1.3736e-09,7.944,0.27221,0.00083945,18.512,6,12
5.0844,-0.048882,0,1.3827e-09,7.9222,0.27167,0.00083843,18.493,6,12
5.0894,-0.044244,9.6095e-19,1.3918e-09,7.9036,0.2712,0.00083753,18.473,6,12
5.094,-0.040005,1.9127e-18,1.4009e-09,7.8877,0.2708,0.00083675,18.455,6,12
5.0982,-0.036132,0,1.4101e-09,7.8742,0.27046,0.00083606,18.438,6,12
5.102,-0.032591,-9.4808e-19,1.4193e-09,7.8627,0.27016,0.00083546,18.421,6,12
5.1055,-0.029355,-1.8875e-18,1.4286e-09,7.8529,0.26991,0.00083493,18.404,6,12
5.1088,-0.026396,0,1.4379e-09,7.8446,0.26969,0.00083447,18.389,6,12
5.1117,-0.023692,0,1.4473e-09,7.8375,0.2695,0.00083406,18.373,6,12
5.1144,-0.021221,-1.8632e-18,1.4567e-09,7.8315,0.26934,0.00083369,18.359,6,12
5.1168,-0.018962,-2.4529e-22,1.4661e-09,7.8265,0.2692,0.00083337,18.344,6,12
5.119,-0.016898,0,1.4756e-09,7.8222,0.26908,0.00083308,18.33,6,12
5.121,-0.015012,0,1.4852e-09,7.8186,0.26898,0.00083282,18.317,6,12
5.1228,-0.013291,0,1.4948e-09,7.8156,0.26889,0.00083258,18.304,6,12
5.1244,-0.01172,-9.1209e-19,1.5044e-09,7.8131,0.26881,0.00083236,18.291,6,12
5.1258,-0.010287,0,1.5141e-09,7.8111,0.26874,0.00083217,18.279,6,12
5.1271,-0.0089815,0,1.5238e-09,7.8093,0.26869,0.00083199,18.266,6,12
5.1283,-0.0077924,1.8018e-18,1.5335e-09,7.8079,0.26863,0.00083182,18.254,6,12
5.1293,-0.0067105,8.9713e-19,1.5433e-09,7.8067,0.26859,0.00083166,18.242,6,12
5.1302,-0.0057272,8.9354e-19,1.5532e-09,7.8057,0.26855,0.00083152,18.231,6,12
5.131,-0.0048344,0,1.5631e-09,7.805,0.26851,0.00083138,18.219,6,12
5.1316,-0.0040248,0,1.573e-09,7.8043,0.26848,0.00083125,18.208,6,12
5.1322,-0.0032915,-8.8248e-19,1.583e-09,7.8038,0.26845,0.00083112,18.197,6,12
5.1327,-0.0026281,0,1.593e-09,7.8033,0.26842,0.000831,18.186,6,12
5.1331,-0.0020287,-8.7518e-19,1.6031e-09,7.803,0.2684,0.00083089,18.175,6,12
5.1335,-0.0014875,0,1.6132e-09,7.8027,0.26838,0.00083078,18.164,6,12
5.1337,-0.00099939,-8.6809e-19,1.6233e-09,7.8025,0.26836,0.00083067,18.153,6,12
5.1339,-0.00055911,0,1.6335e-09,7.8024,0.26834,0.00083057,18.142,6,12
5.1341,-0.00016177,-1.7217e-18,1.6437e-09,7.8022,0.26832,0.00083047,18.131,6,12
5.1342,0.00019743,-1.7146e-18,1.654e-09,7.8021,0.2683,0.00083037,18.121,6,12
5.1342,0.00052326,1.7075e-18,1.6643e-09,7.802,0.26828,0.00083028,18.11,6,12
5.1343,0.00082055,0,1.6746e-09,7.802,0.26827,0.00083018,18.099,6,12
5.1342,0.0010943,0,1.685e-09,7.8019,0.26825,0.00083009,18.089,6,12
5.1342,0.0013496,0,1.6954e-09,7.8019,0.26824,0.00083,18.078,6,12
5.1341,0.0015921,1.6791e-18,1.7059e-09,7.8019,0.26822,0.0008299,18.067,6,12
5.134,0.0018281,-6.3985e-23,1.7164e-09,7.8019,0.26821,0.00082981,18.057,6,12
5.1338,0.0020643,-1.6649e-18,1.7269e-09,7.8019,0.26819,0.00082972,18.046,6,12
5.1337,0.002309,0,1.7375e-09,7.8019,0.26818,0.00082963,18.035,6,12
5.1335,0.0025713,1.6507e-18,1.7481e-09,7.8019,0.26816,0.00082954,18.025,6,12
5.1333,0.0028624,0,1.7588e-09,7.8019,0.26815,0.00082945,18.014,6,12
5.1331,0.0031956,0,1.7695e-09,7.8019,0.26814,0.00082936,18.003,6,12
5.1329,0.0035875,0,1.7802e-09,7.802,0.26812,0.00082927,17.992,6,12
5.1326,0.0040581,-1.6224e-18,1.791e-09,7.802,0.26811,0.00082918,17.982,6,12
5.1324,0.0046325,0,1.8018e-09,7.8021,0.26809,0.00082909,17.971,6,12
5.1321,0.0053421,-1.608e-18,1.8126e-09,7.8021,0.26808,0.00082899,17.96,6,12
5.1318,0.0062262,-1.6011e-18,1.8235e-09,7.8022,0.26806,0.0008289,17.949,6,12
5.1315,0.0073349,0,1.8344e-09,7.8023,0.26805,0.0008288,17.939,6,12
5.1312,0.0087314,1.5864e-18,1.8453e-09,7.8024,0.26803,0.0008287,17.928,6,12
5.1309,0.010496,-1.5791e-18,1.8563e-09,7.8025,0.26802,0.00082859,17.917,6,12
5.1306,0.012732,-5.8841e-22,1.8673e-09,7.8027,0.26801,0.00082848,17.906,6,12
5.1303,0.015571,-1.5643e-18,1.8783e-09,7.803,0.26799,0.00082836,17.896,6,12
5.1301,0.019179,-9.1083e-22,1.8894e-09,7.8033,0.26798,0.00082824,17.885,6,12
5.1299,0.023769,0,1.9005e-09,7.8038,0.26796,0.00082811,17.873,6,12
5.1299,0.029609,1.5407e-18,1.9116e-09,7.8046,0.26796,0.00082797,17.861,6,12
5.1302,0.03703,0,1.9228e-09,7.8058,0.26795,0.00082783,17.846,6,12
5.131,0.046432,0,1.934e-09,7.8076,0.26796,0.00082768,17.83,6,12
5.1328,0.058275,0,1.9452e-09,7.8104,0.26798,0.00082754,17.808,6,12
5.136,0.073051,-1.5015e-18,1.9564e-09,7.8148,0.26804,0.0008274,17.778,6,12
5.1416,0.091194,-3.8924e-21,1.9677e-09,7.8215,0.26813,0.00082729,17.737,6,12
5.1506,0.11291,2.9509e-18,1.979e-09,7.8315,0.26829,0.00082721,17.677,6,12
5.1644,0.1382,0,1.9903e-09,7.8457,0.26853,0.0008272,17.592,6,12
0.036608,2.2653,-1.7079e-19,5.9636e-10,137.36,0.48224,0.00015238,-8.4799,6,12
0.078331,2.4472,-1.3589e-19,6.0074e-10,95.763,0.61576,0.00035634,-8.5078,6,12
0.1084,2.4903,0,6.0515e-10,87.282,0.72762,0.00054591,-8.5575,6,12
0.14099,2.5279,0,6.0959e-10,90.129,0.83453,0.00069544,-8.6495,6,12
0.17329,2.57,0,6.1406e-10,98.835,0.94233,0.00080861,-8.7839,6,12
0.2048,2.6209,0,6.1856e-10,111.76,1.0547,0.00089578,-8.9609,6,12
0.23555,2.683,0,6.2309e-10,128.23,1.1733,0.00096627,-9.183,6,12
0.26554,2.7571,-9.7101e-20,6.2765e-10,147.77,1.2985,0.0010268,-9.4551,6,12
0.29468,2.8426,0,6.3224e-10,169.9,1.429,0.0010818,-9.7832,6,12
0.32281,2.9382,-6.475e-21,6.3687e-10,194,1.5631,0.0011335,-10.175,6,12
0.34974,3.0418,-1.9157e-19,6.4152e-10,219.38,1.6981,0.0011829,-10.638,6,12
0.37522,3.1508,0,6.4621e-10,245.32,1.8312,0.0012302,-11.183,6,12
0.399,3.2624,0,6.5092e-10,271.11,1.9596,0.0012748,-11.818,6,12
0.42082,3.3739,0,6.5568e-10,296.12,2.081,0.0013161,-12.555,6,12
0.44041,3.4828,0,6.6046e-10,319.83,2.193,0.0013533,-13.401,6,12
0.45758,3.5866,-4.6651e-19,6.6527e-10,341.79,2.2938,0.0013854,-14.367,6,12
0.47215,3.6829,0,6.7012e-10,361.6,2.3816,0.0014117,-15.462,6,12
0.48402,3.7697,0,6.75e-10,378.91,2.455,0.0014315,-16.694,6,12
0.49318,3.8447,0,6.7991e-10,393.39,2.5124,0.0014441,-18.071,6,12
0.49969,3.9058,0,6.8486e-10,404.63,2.5522,0.0014489,-19.598,6,12
0.50376,3.9502,6.6249e-19,6.8983e-10,412.24,2.5731,0.0014455,-21.281,6,12
0.50571,3.9748,0,6.9485e-10,415.84,2.5737,0.0014336,-23.122,6,12
0.50604,3.9759,0,6.9989e-10,415.13,2.5531,0.0014132,-25.12,6,12
0.50542,3.9487,0,7.0497e-10,410.02,2.5115,0.0013845,-27.271,6,12
0.50473,3.8875,4.7917e-19,7.1008e-10,400.71,2.4502,0.0013483,-29.561,6,12
0.50503,3.7858,0,7.1523e-10,387.87,2.3724,0.0013059,-31.969,6,12
0.5076,3.6367,0,7.2041e-10,372.58,2.2832,0.0012593,-34.464,6,12
0.51381,3.4333,6.4053e-19,7.2562e-10,356.36,2.1897,0.0012109,-36.998,6,12
0.52507,3.1706,0,7.3087e-10,340.9,2.0997,0.001164,-39.509,6,12
0.5426,2.8464,7.827e-19,7.3616e-10,327.81,2.0213,0.0011217,-41.921,6,12
0.56726,2.4623,0,7.4148e-10,318.27,1.9605,0.0010869,-44.149,6,12
0.59933,2.0247,0,7.4683e-10,312.87,1.9211,0.0010617,-46.106,6,12
0.63862,1.5436,-9.6892e-19,7.5222e-10,311.56,1.9038,0.001047,-47.713,6,12
0.68493,1.0311,-2.0633e-18,7.5765e-10,313.79,1.9064,0.0010424,-48.902,6,12
0.738,0.50013,0,7.6311e-10,318.78,1.9251,0.0010463,-49.624,6,12
0.7974,-0.038429,0,7.686e-10,325.76,1.9554,0.0010564,-49.859,6,12
0.86169,-0.5741,-9.9929e-19,7.7413e-10,334.13,1.9918,0.0010686,-49.598,6,12
0.93117,-1.0971,0,7.797e-10,343.22,2.0291,0.0010797,-48.849,6,12
1.0056,-1.5988,8.9168e-19,7.8531e-10,352.48,2.0632,0.0010869,-47.637,6,12
1.0836,-2.0711,8.1314e-19,7.9095e-10,361.33,2.0903,0.0010883,-46.001,6,12
1.1632,-2.5082,-7.6868e-19,7.9662e-10,369.01,2.1062,0.001082,-43.991,6,12
1.2422,-2.9071,0,8.0234e-10,374.6,2.107,0.0010666,-41.661,6,12
1.3181,-3.2687,0,8.0809e-10,377.22,2.0894,0.0010415,-39.064,6,12
1.3892,-3.5982,0,8.1388e-10,376.32,2.0519,0.0010069,-36.246,6,12
1.4553,-3.9036,0,8.197e-10,372.04,1.9965,0.00096423,-33.241,6,12
1.5188,-4.1934,4.697e-19,8.2557e-10,365.35,1.9287,0.00091631,-30.067,6,12
1.5845,-4.4723,4.1173e-19,8.3147e-10,357.8,1.8566,0.00086703,-26.739,6,12
1.6591,-4.7366,0,8.374e-10,351.06,1.7894,0.00082091,-23.274,6,12
1.7487,-4.973,0,8.4338e-10,346.33,1.7353,0.00078251,-19.708,6,12
1.8563,-5.1623,2.3362e-19,8.494e-10,344.07,1.6998,0.00075583,-16.102,6,12
1.981,-5.2859,0,8.5545e-10,343.88,1.6859,0.00074391,-12.538,6,12
2.1184,-5.3332,0,8.6154e-10,344.68,1.6933,0.00074864,-9.1033,6,12
2.2621,-5.3041,0,8.6767e-10,345.03,1.7188,0.00077066,-5.8775,6,12
2.4056,-5.2088,6.985e-20,8.7384e-10,343.58,1.758,0.00080955,-2.9142,6,12
2.5436,-5.0627,0,8.8005e-10,339.46,1.8053,0.00086405,-0.23902,6,12
2.6729,-4.8829,0,8.8629e-10,332.45,1.8557,0.00093224,2.1472,6,12
2.7921,-4.6842,-1.0365e-19,8.9258e-10,322.83,1.905,0.0010118,4.261,6,12
2.9012,-4.4783,0,8.989e-10,311.24,1.9503,0.0010999,6.128,6,12
3.0012,-4.273,-1.8649e-19,9.0527e-10,298.38,1.9893,0.0011937,7.7767,6,12
3.0932,-4.0731,0,9.1167e-10,284.9,2.0209,0.0012901,9.2344,6,12
3.1785,-3.8807,0,9.1812e-10,271.27,2.0441,0.0013863,10.526,6,12
3.2582,-3.6968,0,9.246e-10,257.8,2.0586,0.0014794,11.671,6,12
3.3333,-3.5213,2.9486e-19,9.3113e-10,244.7,2.0642,0.0015672,12.688,6,12
3.4044,-3.3537,3.0123e-19,9.3769e-10,232.05,2.0611,0.0016476,13.592,6,12
3.472,-3.1935,-3.1539e-19,9.443e-10,219.88,2.0495,0.0017193,14.395,6,12
3.5368,-3.04,-8.6623e-21,9.5095e-10,208.19,2.0299,0.0017812,15.107,6,12
3.5988,-2.8926,3.4758e-19,9.5763e-10,196.96,2.0028,0.0018329,15.738,6,12
3.6586,-2.751,0,9.6436e-10,186.16,1.9689,0.001874,16.296,6,12
3.7162,-2.6148,0,9.7113e-10,175.78,1.9288,0.0019047,16.789,6,12
3.7719,-2.4837,0,9.7794e-10,165.78,1.8832,0.0019254,17.222,6,12
3.8259,-2.3575,0,9.8479e-10,156.15,1.8328,0.0019363,17.602,6,12
3.8781,-2.236,-3.9172e-19,9.9169e-10,146.86,1.7784,0.0019381,17.934,6,12
3.9289,-2.1192,-3.9259e-19,9.9862e-10,137.91,1.7203,0.0019314,18.223,6,12
3.9781,-2.0069,4.0682e-19,1.0056e-09,129.27,1.6593,0.0019168,18.473,6,12
4.0259,-1.8989,-4.1412e-19,1.0126e-09,120.94,1.5958,0.0018951,18.688,6,12
4.0723,-1.7952,-4.1525e-19,1.0197e-09,112.9,1.5303,0.0018669,18.871,6,12
4.1172,-1.6957,4.2843e-19,1.0268e-09,105.14,1.4633,0.0018328,19.026,6,12
4.1607,-1.6003,0,1.0339e-09,97.671,1.3952,0.0017937,19.156,6,12
4.2028,-1.509,0,1.0411e-09,90.477,1.3264,0.0017501,19.263,6,12
4.2432,-1.4217,-5.1252e-21,1.0483e-09,83.565,1.2574,0.0017029,19.349,6,12
4.2822,-1.3383,4.8925e-21,1.0556e-09,76.942,1.1887,0.0016527,19.418,6,12
4.3196,-1.2587,-4.583e-19,1.0629e-09,70.615,1.1205,0.0016002,19.47,6,12
4.3555,-1.183,4.651e-19,1.0703e-09,64.596,1.0535,0.0015463,19.507,6,12
4.3898,-1.1109,4.2082e-21,1.0777e-09,58.897,0.98796,0.0014915,19.531,6,12
4.4227,-1.0424,-4.8204e-19,1.0851e-09,53.53,0.92443,0.0014368,19.545,6,12
4.4543,-0.97745,9.7192e-19,1.0926e-09,48.507,0.86328,0.0013827,19.548,6,12
4.4846,-0.91584,-4.9327e-19,1.1002e-09,43.836,0.80489,0.0013301,19.542,6,12
4.5137,-0.85747,0,1.1077e-09,39.524,0.74959,0.0012795,19.528,6,12
4.5419,-0.80217,-4.9959e-19,1.1154e-09,35.572,0.69765,0.0012315,19.509,6,12
4.5693,-0.74981,5.0669e-19,1.123e-09,31.978,0.64928,0.0011865,19.483,6,12
4.5959,-0.70022,0,1.1307e-09,28.734,0.60461,0.001145,19.454,6,12
4.6219,-0.65325,5.1282e-19,1.1385e-09,25.83,0.56371,0.0011072,19.42,6,12
4.6474,-0.60878,0,1.1463e-09,23.25,0.52654,0.0010732,19.383,6,12
4.6723,-0.56667,5.1204e-19,1.1541e-09,20.976,0.49305,0.0010431,19.345,6,12
4.6969,-0.52682,-5.1341e-19,1.162e-09,18.986,0.4631,0.0010166,19.304,6,12
4.721,-0.48912,-5.1826e-19,1.1699e-09,17.257,0.4365,0.00099369,19.263,6,12
4.7446,-0.45349,1.0331e-18,1.1779e-09,15.764,0.41303,0.00097393,19.221,6,12
4.7676,-0.41986,0,1.1859e-09,14.485,0.39246,0.00095699,19.179,6,12
4.7901,-0.38817,0,1.194e-09,13.395,0.37453,0.00094249,19.137,6,12
4.8119,-0.35836,-1.0308e-18,1.2021e-09,12.47,0.35898,0.00093003,19.096,6,12
4.833,-0.33037,0,1.2102e-09,11.691,0.34556,0.00091926,19.055,6,12
4.8533,-0.30415,-1.0296e-18,1.2184e-09,11.037,0.33403,0.00090986,19.016,6,12
4.8728,-0.27963,-1.0271e-18,1.2267e-09,10.49,0.32416,0.00090156,18.977,6,12
4.8914,-0.25677,0,1.235e-09,10.034,0.31574,0.00089416,18.939,6,12
