Block Name,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_1,U_2,U_Magnitude,V,epsilon,k,nut,p
internalMesh,981,0.059797,-0.022714,0.000000,0.063966,3.521990,-0.280436,-0.000000,3.533137,0.000000,38.946999,0.578029,0.000772,21.093300
internalMesh,982,0.060790,-0.022717,0.000000,0.064896,3.628170,-0.260184,0.000000,3.637487,0.000000,36.032902,0.543906,0.000739,21.021299
internalMesh,983,0.061792,-0.022719,0.000000,0.065836,3.728190,-0.240993,0.000000,3.735971,0.000000,33.457100,0.512664,0.000707,20.942499
internalMesh,984,0.062800,-0.022721,0.000000,0.066784,3.822320,-0.222847,0.000000,3.828811,0.000000,31.185101,0.484110,0.000676,20.858299
internalMesh,985,0.063817,-0.022723,0.000000,0.067742,3.910780,-0.205724,-0.000000,3.916187,0.000000,29.184900,0.458055,0.000647,20.770100
internalMesh,986,0.064841,-0.022726,0.000000,0.068709,3.993840,-0.189602,-0.000000,3.998338,0.000000,27.427500,0.434318,0.000619,20.679100
internalMesh,987,0.065874,-0.022728,0.000000,0.069685,4.071730,-0.174455,0.000000,4.075466,0.000000,25.886400,0.412726,0.000592,20.586201
internalMesh,988,0.066915,-0.022731,0.000000,0.070670,4.144700,-0.160255,0.000000,4.147797,0.000000,24.537800,0.393115,0.000567,20.492399
internalMesh,989,0.067963,-0.022733,0.000000,0.071664,4.212960,-0.146973,0.000000,4.215523,0.000000,23.359900,0.375328,0.000543,20.398399
internalMesh,990,0.069020,-0.022735,0.000000,0.072668,4.276760,-0.134576,0.000000,4.278877,0.000000,22.333401,0.359217,0.000520,20.304800
internalMesh,991,0.070085,-0.022738,0.000000,0.073681,4.336300,-0.123032,0.000000,4.338045,0.000000,21.440800,0.344643,0.000499,20.212000
internalMesh,992,0.071158,-0.022740,0.000000,0.074703,4.391820,-0.112306,0.000000,4.393256,0.000000,20.666500,0.331478,0.000479,20.120701
internalMesh,993,0.072240,-0.022743,0.000000,0.075735,4.443510,-0.102363,-0.000000,4.444689,0.000000,19.996599,0.319599,0.000460,20.031099
internalMesh,994,0.073330,-0.022745,0.000000,0.076776,4.491600,-0.093165,0.000000,4.492566,0.000000,19.418501,0.308892,0.000442,19.943600
internalMesh,995,0.074428,-0.022748,0.000000,0.077827,4.536270,-0.084676,0.000000,4.537060,0.000000,18.921301,0.299253,0.000426,19.858299
internalMesh,996,0.075535,-0.022750,0.000000,0.078887,4.577730,-0.076858,0.000000,4.578375,0.000000,18.495100,0.290584,0.000411,19.775600
internalMesh,997,0.076651,-0.022753,0.000000,0.079957,4.616170,-0.069672,0.000000,4.616696,0.000000,18.131201,0.282794,0.000397,19.695601
internalMesh,998,0.077775,-0.022755,0.000000,0.081036,4.651760,-0.063080,0.000000,4.652188,0.000000,17.821800,0.275801,0.000384,19.618299
internalMesh,999,0.078908,-0.022758,0.000000,0.082125,4.684690,-0.057044,-0.000000,4.685037,0.000000,17.560301,0.269527,0.000372,19.543900
internalMesh,1000,0.080050,-0.022761,0.000000,0.083223,4.715120,-0.051527,0.000000,4.715401,0.000000,17.340401,0.263902,0.000361,19.472300
internalMesh,1001,0.081201,-0.022763,0.000000,0.084331,4.743220,-0.046494,-0.000000,4.743448,0.000000,17.156900,0.258863,0.000352,19.403700
internalMesh,1002,0.082361,-0.022766,0.000000,0.085449,4.769140,-0.041908,-0.000000,4.769324,0.000000,17.005100,0.254349,0.000342,19.337999
internalMesh,1003,0.083530,-0.022769,0.000000,0.086577,4.793030,-0.037736,0.000000,4.793179,0.000000,16.880800,0.250310,0.000334,19.275101
internalMesh,1004,0.084707,-0.022771,0.000000,0.087715,4.815040,-0.033946,0.000000,4.815160,0.000000,16.780399,0.246695,0.000326,19.215000
internalMesh,1005,0.085894,-0.022774,0.000000,0.088862,4.835290,-0.030504,0.000000,4.835386,0.000000,16.700701,0.243461,0.000319,19.157801
internalMesh,1006,0.087091,-0.022777,0.000000,0.090020,4.853910,-0.027382,0.000000,4.853987,0.000000,16.638901,0.240568,0.000313,19.103201
internalMesh,1007,0.088296,-0.022779,0.000000,0.091187,4.871020,-0.024547,0.000000,4.871082,0.000000,16.592501,0.237981,0.000307,19.051201
internalMesh,1008,0.089511,-0.022782,0.000000,0.092365,4.886740,-0.021977,-0.000000,4.886790,0.000000,16.559401,0.235668,0.000302,19.001699
internalMesh,1009,0.090735,-0.022785,0.000000,0.093552,4.901180,-0.019662,-0.000000,4.901219,0.000000,16.537901,0.233599,0.000297,18.954599
internalMesh,1010,0.091969,-0.022788,0.000000,0.094750,4.914420,-0.017588,0.000000,4.914452,0.000000,16.526800,0.231747,0.000292,18.909901
internalMesh,1011,0.093212,-0.022791,0.000000,0.095958,4.926580,-0.015728,-0.000000,4.926605,0.000000,16.524900,0.230089,0.000288,18.867500
internalMesh,1012,0.094466,-0.022793,0.000000,0.097177,4.937760,-0.014054,-0.000000,4.937780,0.000000,16.531200,0.228600,0.000285,18.827200
internalMesh,1013,0.095728,-0.022796,0.000000,0.098405,4.948070,-0.012537,0.000000,4.948086,0.000000,16.546900,0.227261,0.000281,18.788900
internalMesh,1014,0.097001,-0.022799,0.000000,0.099644,4.957600,-0.011153,-0.000000,4.957613,0.000000,16.572399,0.226052,0.000278,18.752501
internalMesh,1015,0.098284,-0.022802,0.000000,0.100894,4.966410,-0.009893,-0.000000,4.966420,0.000000,16.605000,0.224960,0.000274,18.717899
internalMesh,1016,0.099576,-0.022805,0.000000,0.102154,4.974560,-0.008751,0.000000,4.974567,0.000000,16.642000,0.223975,0.000271,18.684999
internalMesh,1017,0.100879,-0.022808,0.000000,0.103425,4.982080,-0.007716,0.000000,4.982086,0.000000,16.682199,0.223084,0.000268,18.653700
internalMesh,1018,0.102191,-0.022811,0.000000,0.104706,4.989030,-0.006783,0.000000,4.989035,0.000000,16.724600,0.222278,0.000266,18.624001
internalMesh,1019,0.103514,-0.022814,0.000000,0.105998,4.995430,-0.005946,0.000000,4.995433,0.000000,16.768400,0.221547,0.000263,18.595699
internalMesh,1020,0.104847,-0.022817,0.000000,0.107301,5.001310,-0.005199,0.000000,5.001313,0.000000,16.812901,0.220884,0.000261,18.568899
internalMesh,1021,0.106191,-0.022820,0.000000,0.108615,5.006710,-0.004537,0.000000,5.006712,0.000000,16.857599,0.220282,0.000259,18.543301
internalMesh,1022,0.107545,-0.022823,0.000000,0.109940,5.011660,-0.003952,0.000000,5.011662,0.000000,16.902000,0.219734,0.000257,18.519100
internalMesh,1023,0.108909,-0.022826,0.000000,0.111276,5.016170,-0.003435,0.000000,5.016171,0.000000,16.945900,0.219236,0.000255,18.495899
internalMesh,1024,0.110285,-0.022830,0.000000,0.112623,5.020280,-0.002980,0.000000,5.020281,0.000000,16.989100,0.218781,0.000254,18.473900
internalMesh,1025,0.111670,-0.022833,0.000000,0.113981,5.024010,-0.002578,0.000000,5.024011,0.000000,17.031500,0.218367,0.000252,18.452900
internalMesh,1026,0.113067,-0.022836,0.000000,0.115350,5.027390,-0.002223,0.000000,5.027390,0.000000,17.073000,0.217987,0.000250,18.432899
internalMesh,1027,0.114474,-0.022839,0.000000,0.116731,5.030440,-0.001909,-0.000000,5.030440,0.000000,17.113501,0.217639,0.000249,18.413700
internalMesh,1028,0.115893,-0.022842,0.000000,0.118123,5.033190,-0.001630,-0.000000,5.033190,0.000000,17.153000,0.217318,0.000248,18.395300
internalMesh,1029,0.117322,-0.022846,0.000000,0.119526,5.035660,-0.001381,0.000000,5.035660,0.000000,17.191601,0.217023,0.000247,18.377701
internalMesh,1030,0.118763,-0.022849,0.000000,0.120941,5.037860,-0.001160,0.000000,5.037860,0.000000,17.229099,0.216750,0.000245,18.360800
internalMesh,1031,0.120215,-0.022852,0.000000,0.122367,5.039830,-0.000963,-0.000000,5.039830,0.000000,17.265600,0.216496,0.000244,18.344500
internalMesh,1032,0.121678,-0.022856,0.000000,0.123806,5.041570,-0.000787,0.000000,5.041570,0.000000,17.301001,0.216259,0.000243,18.328800
internalMesh,1033,0.123152,-0.022859,0.000000,0.125255,5.043110,-0.000631,0.000000,5.043110,0.000000,17.335501,0.216038,0.000242,18.313700
internalMesh,1034,0.124638,-0.022862,0.000000,0.126717,5.044450,-0.000491,0.000000,5.044450,0.000000,17.369101,0.215831,0.000241,18.299000
internalMesh,1035,0.126135,-0.022866,0.000000,0.128191,5.045620,-0.000367,0.000000,5.045620,0.000000,17.401699,0.215636,0.000240,18.284800
internalMesh,1036,0.127644,-0.022869,0.000000,0.129677,5.046630,-0.000257,0.000000,5.046630,0.000000,17.433399,0.215451,0.000240,18.271000
internalMesh,1037,0.129165,-0.022873,0.000000,0.131175,5.047490,-0.000159,-0.000000,5.047490,0.000000,17.464300,0.215277,0.000239,18.257500
internalMesh,1038,0.130698,-0.022876,0.000000,0.132685,5.048220,-0.000072,-0.000000,5.048220,0.000000,17.494400,0.215111,0.000238,18.244400
internalMesh,1039,0.132242,-0.022880,0.000000,0.134207,5.048820,0.000005,-0.000000,5.048820,0.000000,17.523800,0.214953,0.000237,18.231600
internalMesh,1040,0.133799,-0.022883,0.000000,0.135741,5.049310,0.000074,0.000000,5.049310,0.000000,17.552500,0.214802,0.000237,18.219101
internalMesh,1041,0.135367,-0.022887,0.000000,0.137289,5.049690,0.000135,-0.000000,5.049690,0.000000,17.580601,0.214657,0.000236,18.206800
internalMesh,1042,0.136948,-0.022890,0.000000,0.138848,5.049980,0.000190,0.000000,5.049980,0.000000,17.608101,0.214517,0.000235,18.194700
internalMesh,1043,0.138541,-0.022894,0.000000,0.140420,5.050180,0.000238,0.000000,5.050180,0.000000,17.635099,0.214383,0.000235,18.182899
internalMesh,1044,0.140147,-0.022898,0.000000,0.142005,5.050290,0.000282,0.000000,5.050290,0.000000,17.661699,0.214253,0.000234,18.171200
internalMesh,1045,0.141765,-0.022901,0.000000,0.143603,5.050340,0.000322,0.000000,5.050340,0.000000,17.687901,0.214126,0.000233,18.159700
internalMesh,1046,0.143395,-0.022905,0.000000,0.145213,5.050310,0.000358,0.000000,5.050310,0.000000,17.713699,0.214003,0.000233,18.148300
internalMesh,1047,0.145039,-0.022909,0.000000,0.146837,5.050220,0.000391,-0.000000,5.050220,0.000000,17.739201,0.213883,0.000232,18.137100
internalMesh,1048,0.146695,-0.022913,0.000000,0.148473,5.050070,0.000422,-0.000000,5.050070,0.000000,17.764500,0.213766,0.000232,18.125900
internalMesh,1049,0.148364,-0.022917,0.000000,0.150123,5.049870,0.000452,0.000000,5.049870,0.000000,17.789499,0.213651,0.000231,18.114901
internalMesh,1050,0.150045,-0.022920,0.000000,0.151786,5.049620,0.000482,-0.000000,5.049620,0.000000,17.814501,0.213538,0.000230,18.104000
internalMesh,1051,0.151740,-0.022924,0.000000,0.153462,5.049310,0.000512,0.000000,5.049310,0.000000,17.839399,0.213427,0.000230,18.093201
internalMesh,1052,0.153449,-0.022928,0.000000,0.155152,5.048960,0.000543,0.000000,5.048960,0.000000,17.864201,0.213317,0.000229,18.082500
internalMesh,1053,0.155170,-0.022932,0.000000,0.156855,5.048570,0.000577,-0.000000,5.048570,0.000000,17.889099,0.213208,0.000229,18.071899
internalMesh,1054,0.156905,-0.022936,0.000000,0.158572,5.048130,0.000615,0.000000,5.048130,0.000000,17.914101,0.213100,0.000228,18.061399
internalMesh,1055,0.158653,-0.022940,0.000000,0.160303,5.047650,0.000659,0.000000,5.047650,0.000000,17.939199,0.212993,0.000228,18.051001
internalMesh,1056,0.160415,-0.022944,0.000000,0.162047,5.047120,0.000711,0.000000,5.047120,0.000000,17.964600,0.212886,0.000227,18.040800
internalMesh,1057,0.162190,-0.022948,0.000000,0.163806,5.046530,0.000775,-0.000000,5.046530,0.000000,17.990400,0.212780,0.000226,18.030701
internalMesh,1058,0.163980,-0.022952,0.000000,0.165578,5.045890,0.000853,0.000000,5.045890,0.000000,18.016600,0.212673,0.000226,18.020901
internalMesh,1059,0.165783,-0.022956,0.000000,0.167365,5.045190,0.000950,0.000000,5.045190,0.000000,18.043301,0.212566,0.000225,18.011299
internalMesh,1060,0.167600,-0.022960,0.000000,0.169166,5.044410,0.001071,0.000000,5.044410,0.000000,18.070801,0.212459,0.000225,18.002100
internalMesh,1061,0.169432,-0.022965,0.000000,0.170981,5.043540,0.001223,-0.000000,5.043540,0.000000,18.099300,0.212351,0.000224,17.993299
internalMesh,1062,0.171278,-0.022969,0.000000,0.172811,5.042550,0.001415,0.000000,5.042550,0.000000,18.128901,0.212241,0.000224,17.985001
internalMesh,1063,0.173138,-0.022973,0.000000,0.174655,5.041430,0.001660,-0.000000,5.041430,0.000000,18.159901,0.212130,0.000223,17.977400
internalMesh,1064,0.175012,-0.022977,0.000000,0.176514,5.040140,0.001971,0.000000,5.040141,0.000000,18.192801,0.212017,0.000222,17.970699
internalMesh,1065,0.176901,-0.022982,0.000000,0.178388,5.038630,0.002368,0.000000,5.038630,0.000000,18.228001,0.211901,0.000222,17.965099
internalMesh,1066,0.178805,-0.022986,0.000000,0.180276,5.036840,0.002879,0.000000,5.036841,0.000000,18.266300,0.211782,0.000221,17.960899
internalMesh,1067,0.180723,-0.022990,0.000000,0.182180,5.034700,0.003539,0.000000,5.034701,0.000000,18.308399,0.211659,0.000220,17.958599
internalMesh,1068,0.182657,-0.022995,0.000000,0.184099,5.032100,0.004397,0.000000,5.032102,0.000000,18.355600,0.211531,0.000219,17.958799
internalMesh,1069,0.184605,-0.022999,0.000000,0.186033,5.028900,0.005523,0.000000,5.028903,0.000000,18.409599,0.211397,0.000218,17.962099
internalMesh,1070,0.186569,-0.023004,0.000000,0.187982,5.024930,0.007018,-0.000000,5.024935,0.000000,18.472900,0.211255,0.000217,17.969601
internalMesh,1071,0.188548,-0.023008,0.000000,0.189947,5.019930,0.009027,0.000000,5.019938,0.000000,18.548901,0.211104,0.000216,17.982500
internalMesh,1072,0.190542,-0.023013,0.000000,0.191927,5.013570,0.011776,-0.000000,5.013584,0.000000,18.643200,0.210942,0.000215,18.002800
internalMesh,1073,0.192552,-0.023017,0.000000,0.193923,5.005390,0.015615,0.000000,5.005414,0.000000,18.764500,0.210769,0.000213,18.033001
internalMesh,1074,0.194577,-0.023022,0.000000,0.195935,4.994780,0.021147,0.000000,4.994825,0.000000,18.927200,0.210587,0.000211,18.076500
internalMesh,1075,0.196619,-0.023027,0.000000,0.197962,4.980740,0.029294,0.000000,4.980826,0.000000,19.156799,0.210404,0.000208,18.138000
internalMesh,1076,0.198676,-0.023031,0.000000,0.200006,4.962620,0.042195,-0.000000,4.962799,0.000000,19.503500,0.210236,0.000204,18.225000
internalMesh,1077,0.200749,-0.023036,0.000000,0.202066,4.937960,0.062233,-0.000000,4.938352,0.000000,20.060400,0.210185,0.000198,18.343399
internalMesh,1078,0.202838,-0.023041,0.000000,0.204142,4.910250,0.100121,0.000000,4.911271,0.000000,21.079800,0.210306,0.000189,18.507700
internalMesh,1079,0.204943,-0.023046,0.000000,0.206235,4.879230,0.159049,0.000000,4.881822,0.000000,22.989401,0.211656,0.000175,18.680201
internalMesh,1080,0.000264,-0.021450,0.000000,0.021451,-0.137499,0.512631,-0.000000,0.530751,0.000000,109.903000,0.394313,0.000127,-6.887420
internalMesh,1081,0.000795,-0.021451,0.000000,0.021466,-0.269430,0.641580,-0.000000,0.695857,0.000000,85.289703,0.560385,0.000331,-7.037090
internalMesh,1082,0.001329,-0.021453,0.000000,0.021494,-0.431583,0.740160,-0.000000,0.856797,0.000000,86.947098,0.662453,0.000454,-7.166790
internalMesh,1083,0.001868,-0.021455,0.000000,0.021536,-0.600611,0.820234,-0.000000,1.016621,0.000000,92.785004,0.733788,0.000522,-7.269140
internalMesh,1084,0.002411,-0.021457,0.000000,0.021592,-0.769926,0.886803,0.000000,1.174396,0.000000,99.848099,0.789548,0.000562,-7.373990
internalMesh,1085,0.002958,-0.021458,0.000000,0.021661,-0.940812,0.944939,0.000000,1.333431,0.000000,107.541000,0.837916,0.000588,-7.497270
internalMesh,1086,0.003509,-0.021460,0.000000,0.021745,-1.114320,0.998951,-0.000000,1.496533,0.000000,115.678001,0.883203,0.000607,-7.645280
internalMesh,1087,0.004065,-0.021462,0.000000,0.021843,-1.290320,1.051480,0.000000,1.664493,0.000000,124.226997,0.928019,0.000624,-7.821930
internalMesh,1088,0.004625,-0.021464,0.000000,0.021956,-1.468310,1.103600,-0.000000,1.836809,0.000000,133.184006,0.973985,0.000641,-8.030390
internalMesh,1089,0.005189,-0.021465,0.000000,0.022084,-1.647750,1.155210,0.000000,2.012359,0.000000,142.498993,1.021900,0.000660,-8.273360
internalMesh,1090,0.005758,-0.021467,0.000000,0.022226,-1.828100,1.205540,0.000000,2.189812,0.000000,152.069000,1.071990,0.000680,-8.553220
internalMesh,1091,0.006331,-0.021469,0.000000,0.022383,-2.008880,1.253420,0.000000,2.367839,0.000000,161.766006,1.124100,0.000703,-8.872180
internalMesh,1092,0.006909,-0.021471,0.000000,0.022555,-2.189650,1.297520,0.000000,2.545216,0.000000,171.459000,1.177950,0.000728,-9.232280
internalMesh,1093,0.007491,-0.021473,0.000000,0.022742,-2.370020,1.336510,0.000000,2.720892,0.000000,181.039993,1.233280,0.000756,-9.635380
internalMesh,1094,0.008078,-0.021475,0.000000,0.022944,-2.549720,1.369160,-0.000000,2.894075,0.000000,190.425995,1.289840,0.000786,-10.083000
internalMesh,1095,0.008669,-0.021477,0.000000,0.023160,-2.728560,1.394420,0.000000,3.064220,0.000000,199.565002,1.347460,0.000819,-10.576100
internalMesh,1096,0.009265,-0.021479,0.000000,0.023391,-2.906470,1.411470,-0.000000,3.231071,0.000000,208.427994,1.405980,0.000854,-11.115100
internalMesh,1097,0.009865,-0.021480,0.000000,0.023637,-3.083470,1.419750,0.000000,3.394625,0.000000,217.007996,1.465270,0.000890,-11.699600
internalMesh,1098,0.010470,-0.021482,0.000000,0.023898,-3.259640,1.418920,0.000000,3.555079,0.000000,225.311005,1.525170,0.000929,-12.328300
internalMesh,1099,0.011080,-0.021484,0.000000,0.024173,-3.435080,1.408860,-0.000000,3.712770,0.000000,233.354004,1.585490,0.000970,-12.998700
internalMesh,1100,0.011694,-0.021486,0.000000,0.024463,-3.609850,1.389610,0.000000,3.868079,0.000000,241.160004,1.646040,0.001011,-13.707400
internalMesh,1101,0.012314,-0.021488,0.000000,0.024766,-3.783900,1.361310,-0.000000,4.021326,0.000000,248.763000,1.706610,0.001054,-14.449400
internalMesh,1102,0.012938,-0.021490,0.000000,0.025084,-3.957000,1.324170,0.000000,4.172682,0.000000,256.204987,1.767000,0.001097,-15.218400
internalMesh,1103,0.013567,-0.021492,0.000000,0.025416,-4.128690,1.278390,0.000000,4.322078,0.000000,263.542999,1.827090,0.001140,-16.006500
internalMesh,1104,0.014201,-0.021494,0.000000,0.025762,-4.298230,1.224150,0.000000,4.469152,0.000000,270.843994,1.886820,0.001183,-16.803900
internalMesh,1105,0.014839,-0.021496,0.000000,0.026121,-4.464580,1.161590,-0.000000,4.613216,0.000000,278.194000,1.946240,0.001225,-17.599300
internalMesh,1106,0.015483,-0.021498,0.000000,0.026494,-4.626410,1.090810,-0.000000,4.753266,0.000000,285.692993,2.005520,0.001267,-18.379400
internalMesh,1107,0.016132,-0.021500,0.000000,0.026880,-4.782080,1.011900,-0.000000,4.887968,0.000000,293.454987,2.064920,0.001308,-19.128799
internalMesh,1108,0.016786,-0.021503,0.000000,0.027279,-4.929700,0.924959,0.000000,5.015724,0.000000,301.602997,2.124830,0.001347,-19.830799
internalMesh,1109,0.017445,-0.021505,0.000000,0.027691,-5.067190,0.830136,-0.000000,5.134739,0.000000,310.263000,2.185690,0.001386,-20.466801
internalMesh,1110,0.018109,-0.021507,0.000000,0.028115,-5.192320,0.727690,0.000000,5.243064,0.000000,319.554993,2.247940,0.001423,-21.017500
internalMesh,1111,0.018778,-0.021509,0.000000,0.028552,-5.302800,0.618020,-0.000000,5.338693,0.000000,329.583008,2.312010,0.001460,-21.462999
internalMesh,1112,0.019452,-0.021511,0.000000,0.029002,-5.396380,0.501702,0.000000,5.419652,0.000000,340.423004,2.378230,0.001495,-21.783600
internalMesh,1113,0.020132,-0.021513,0.000000,0.029464,-5.470900,0.379518,0.000000,5.484048,0.000000,352.118011,2.446790,0.001530,-21.960199
internalMesh,1114,0.020817,-0.021515,0.000000,0.029937,-5.524340,0.252424,0.000000,5.530104,0.000000,364.661011,2.517670,0.001564,-21.975300
internalMesh,1115,0.021507,-0.021518,0.000000,0.030423,-5.555040,0.121553,0.000000,5.556370,0.000000,377.989990,2.590620,0.001598,-21.813900
internalMesh,1116,0.022203,-0.021520,0.000000,0.030920,-5.561660,-0.011860,-0.000000,5.561673,0.000000,391.980988,2.665090,0.001631,-21.466101
internalMesh,1117,0.022904,-0.021522,0.000000,0.031429,-5.543290,-0.146394,0.000000,5.545223,0.000000,406.394012,2.740340,0.001663,-20.925400
internalMesh,1118,0.023610,-0.021524,0.000000,0.031949,-5.499330,-0.280558,0.000000,5.506482,0.000000,420.881012,2.815940,0.001696,-20.188999
internalMesh,1119,0.024322,-0.021527,0.000000,0.032480,-5.429580,-0.412715,-0.000000,5.445243,0.000000,435.144989,2.890990,0.001729,-19.258301
internalMesh,1120,0.025039,-0.021529,0.000000,0.033022,-5.334150,-0.541255,0.000000,5.361540,0.000000,448.864990,2.964330,0.001762,-18.139099
internalMesh,1121,0.025763,-0.021531,0.000000,0.033575,-5.213520,-0.664653,0.000000,5.255716,0.000000,461.687988,3.034650,0.001795,-16.841600
internalMesh,1122,0.026491,-0.021534,0.000000,0.034139,-5.068520,-0.781500,-0.000000,5.128415,0.000000,473.240997,3.100540,0.001828,-15.380100
internalMesh,1123,0.027226,-0.021536,0.000000,0.034714,-4.900300,-0.890528,0.000000,4.980560,0.000000,483.138000,3.160490,0.001861,-13.772600
internalMesh,1124,0.027966,-0.021538,0.000000,0.035298,-4.710300,-0.990636,-0.000000,4.813344,0.000000,491.006989,3.213000,0.001892,-12.040000
internalMesh,1125,0.028711,-0.021541,0.000000,0.035894,-4.500240,-1.080910,0.000000,4.628232,0.000000,496.502991,3.256610,0.001922,-10.205700
internalMesh,1126,0.029463,-0.021543,0.000000,0.036499,-4.272060,-1.160630,0.000000,4.426913,0.000000,499.329010,3.289920,0.001951,-8.294520
internalMesh,1127,0.030221,-0.021545,0.000000,0.037115,-4.027860,-1.229300,0.000000,4.211275,0.000000,499.256012,3.311700,0.001977,-6.332030
internalMesh,1128,0.030984,-0.021548,0.000000,0.037740,-3.769860,-1.286630,-0.000000,3.983373,0.000000,496.140991,3.320920,0.002001,-4.343800
internalMesh,1129,0.031753,-0.021550,0.000000,0.038376,-3.500390,-1.332580,-0.000000,3.745464,0.000000,489.934998,3.316830,0.002021,-2.354540
internalMesh,1130,0.032528,-0.021553,0.000000,0.039021,-3.221740,-1.367300,0.000000,3.499874,0.000000,480.695007,3.298970,0.002038,-0.387430
internalMesh,1131,0.033310,-0.021555,0.000000,0.039676,-2.936210,-1.391160,0.000000,3.249101,0.000000,468.578003,3.267230,0.002050,1.536500
internalMesh,1132,0.034097,-0.021558,0.000000,0.040340,-2.645970,-1.404740,0.000000,2.995739,0.000000,453.835999,3.221840,0.002059,3.398850
internalMesh,1133,0.034891,-0.021560,0.000000,0.041015,-2.353090,-1.408740,0.000000,2.742550,0.000000,436.794006,3.163390,0.002062,5.184150
internalMesh,1134,0.035690,-0.021563,0.000000,0.041698,-2.059410,-1.403990,0.000000,2.492460,0.000000,417.829987,3.092720,0.002060,6.880040
internalMesh,1135,0.036496,-0.021566,0.000000,0.042391,-1.766600,-1.391430,-0.000000,2.248767,0.000000,397.350006,3.010950,0.002053,8.477190
internalMesh,1136,0.037308,-0.021568,0.000000,0.043094,-1.476100,-1.371980,0.000000,2.015242,0.000000,375.763000,2.919340,0.002041,9.969190
internalMesh,1137,0.038127,-0.021571,0.000000,0.043806,-1.189140,-1.346590,0.000000,1.796485,0.000000,353.460999,2.819250,0.002024,11.352200
internalMesh,1138,0.038951,-0.021573,0.000000,0.044527,-0.906747,-1.316200,0.000000,1.598303,0.000000,330.803986,2.712090,0.002001,12.624800
internalMesh,1139,0.039783,-0.021576,0.000000,0.045257,-0.629757,-1.281680,0.000000,1.428040,0.000000,308.113007,2.599240,0.001973,13.787100
internalMesh,1140,0.040620,-0.021579,0.000000,0.045996,-0.358842,-1.243870,0.000000,1.294597,0.000000,285.657990,2.482030,0.001941,14.840900
internalMesh,1141,0.041465,-0.021581,0.000000,0.046745,-0.094492,-1.203510,0.000000,1.207214,0.000000,263.666992,2.361700,0.001904,15.790500
internalMesh,1142,0.042315,-0.021584,0.000000,0.047502,0.162719,-1.161130,0.000000,1.172476,0.000000,242.569000,2.240640,0.001863,16.640800
internalMesh,1143,0.043173,-0.021587,0.000000,0.048269,0.412428,-1.117250,0.000000,1.190943,0.000000,223.098007,2.123530,0.001819,17.396000
internalMesh,1144,0.044037,-0.021590,0.000000,0.049044,0.654328,-1.072320,0.000000,1.256191,0.000000,204.778000,2.008820,0.001774,18.061001
internalMesh,1145,0.044908,-0.021592,0.000000,0.049829,0.888220,-1.026760,-0.000000,1.357634,0.000000,187.514999,1.896480,0.001726,18.641399
internalMesh,1146,0.045785,-0.021595,0.000000,0.050622,1.113970,-0.980946,-0.000000,1.484313,0.000000,171.300995,1.786930,0.001678,19.143299
internalMesh,1147,0.046669,-0.021598,0.000000,0.051425,1.331510,-0.935185,-0.000000,1.627111,0.000000,156.141998,1.680640,0.001628,19.572800
internalMesh,1148,0.047561,-0.021601,0.000000,0.052236,1.540790,-0.889750,0.000000,1.779238,0.000000,142.035995,1.578050,0.001578,19.936001
internalMesh,1149,0.048459,-0.021604,0.000000,0.053056,1.741810,-0.844875,0.000000,1.935902,0.000000,128.968994,1.479530,0.001528,20.238800
internalMesh,1150,0.049364,-0.021607,0.000000,0.053885,1.934620,-0.800758,0.000000,2.093793,0.000000,116.919998,1.385380,0.001477,20.487200
internalMesh,1151,0.050276,-0.021610,0.000000,0.054724,2.119270,-0.757568,0.000000,2.250603,0.000000,105.856003,1.295840,0.001428,20.686501
internalMesh,1152,0.051195,-0.021613,0.000000,0.055570,2.295860,-0.715448,0.000000,2.404753,0.000000,95.739197,1.211060,0.001379,20.842199
internalMesh,1153,0.052122,-0.021616,0.000000,0.056426,2.464490,-0.674516,0.000000,2.555129,0.000000,86.524696,1.131120,0.001331,20.959200
internalMesh,1154,0.053055,-0.021618,0.000000,0.057291,2.625300,-0.634869,-0.000000,2.700974,0.000000,78.163803,1.056040,0.001284,21.042101
internalMesh,1155,0.053996,-0.021621,0.000000,0.058164,2.778450,-0.596586,0.000000,2.841778,0.000000,70.604698,0.985807,0.001239,21.095100
internalMesh,1156,0.054944,-0.021625,0.000000,0.059047,2.924120,-0.559724,0.000000,2.977208,0.000000,63.793800,0.920327,0.001195,21.122200
internalMesh,1157,0.055900,-0.021628,0.000000,0.059938,3.062500,-0.524326,-0.000000,3.107060,0.000000,57.676998,0.859482,0.001153,21.127001
internalMesh,1158,0.056863,-0.021631,0.000000,0.060838,3.193780,-0.490421,-0.000000,3.231214,0.000000,52.200100,0.803113,0.001112,21.112700
internalMesh,1159,0.057834,-0.021634,0.000000,0.061747,3.318190,-0.458022,-0.000000,3.349652,0.000000,47.310200,0.751039,0.001073,21.082199
internalMesh,1160,0.058812,-0.021637,0.000000,0.062665,3.435950,-0.427132,0.000000,3.462397,0.000000,42.955799,0.703055,0.001036,21.038099
internalMesh,1161,0.059797,-0.021640,0.000000,0.063592,3.547290,-0.397743,0.000000,3.569519,0.000000,39.088001,0.658944,0.001000,20.982901
internalMesh,1162,0.060790,-0.021643,0.000000,0.064528,3.652450,-0.369840,0.000000,3.671127,0.000000,35.660099,0.618482,0.000965,20.918400
