"Cell Type","U:0","U:1","U:2","V","epsilon","k","nut","p"
12,4.96381,-0.141638,0,1.2685401e-09,8.89116,0.29259801,0.00086661399,18.8904
12,4.9787002,-0.12914699,1.5224299e-18,1.27705e-09,8.7349501,0.28924099,0.00086198602,18.852699
12,4.9924698,-0.11769,0,1.28561e-09,8.6021795,0.28633001,0.00085776101,18.8167
12,5.0051799,-0.10719,0,1.29421e-09,8.48913,0.28380501,0.00085392199,18.782301
12,5.0169101,-0.097574897,0,1.3028501e-09,8.3927002,0.28161401,0.00085045001,18.749399
12,5.02773,-0.088776097,-1.49961e-18,1.31154e-09,8.3103104,0.27971199,0.00084732199,18.718
12,5.0377002,-0.080729097,-4.9826201e-19,1.32028e-09,8.23981,0.27806199,0.000844514,18.688101
12,5.0468798,-0.073373199,0,1.32906e-09,8.17941,0.27662799,0.000842001,18.6595
12,5.0553398,-0.066651799,-9.88772e-19,1.33788e-09,8.1276102,0.275383,0.00083975599,18.6322
12,5.0631199,-0.060512099,-9.8419097e-19,1.34675e-09,8.0831604,0.27430099,0.00083775597,18.6061
12,5.0702701,-0.054905102,1.96145e-18,1.35567e-09,8.0449896,0.27336201,0.000835974,18.581301
