"Cell Type","U:0","U:1","U:2","V","Volume","epsilon","k","nut","p"
12,5.08496,-0.0184365,0,1.46306e-09,1.463061e-09,7.86837,0.270665,0.000837956,18.2879
12,5.08748,-0.0163323,0,1.473e-09,1.472998e-09,7.86502,0.270575,0.00083776,18.2765
12,5.08981,-0.0144099,0,1.483e-09,1.482996e-09,7.86185,0.270491,0.000837577,18.2653
12,5.09198,-0.0126546,0,1.49305e-09,1.49305e-09,7.85884,0.270412,0.000837404,18.2543
12,5.09398,-0.0110532,-1.82414e-18,1.50315e-09,1.503151e-09,7.85596,0.270336,0.000837239,18.2434
12,5.09584,-0.00959356,-1.81629e-18,1.51331e-09,1.513305e-09,7.8532,0.270263,0.000837082,18.2326
12,5.09756,-0.00826455,3.61619e-18,1.52353e-09,1.523542e-09,7.85053,0.270192,0.000836932,18.2219
12,5.09915,-0.00705604,3.60013e-18,1.5338e-09,1.533787e-09,7.84795,0.270124,0.000836786,18.2113
12,5.10061,-0.00595864,-1.79216e-18,1.54413e-09,1.544129e-09,7.84544,0.270059,0.000836645,18.2007
12,5.10197,-0.00496368,-1.78402e-18,1.55451e-09,1.554506e-09,7.84299,0.269994,0.000836509,18.1902
12,5.10322,-0.00406308,0,1.56494e-09,1.564949e-09,7.84061,0.269932,0.000836376,18.1798
12,5.10438,-0.00324925,0,1.57544e-09,1.575427e-09,7.83829,0.269871,0.000836247,18.1693
12,5.10545,-0.00251508,0,1.58598e-09,1.585983e-09,7.83602,0.269812,0.000836121,18.1589
12,5.10644,-0.00185381,3.50504e-18,1.59659e-09,1.596587e-09,7.83381,0.269754,0.000835999,18.1485
12,5.10736,-0.00125901,0,1.60725e-09,1.607253e-09,7.83165,0.269698,0.00083588,18.1381
12,5.10821,-0.000724459,-1.7369e-18,1.61796e-09,1.617952e-09,7.82955,0.269643,0.000835763,18.1277
12,5.109,-0.000244153,0,1.62873e-09,1.628741e-09,7.82749,0.269589,0.00083565,18.1173
12,5.10973,0.00018782,0,1.63955e-09,1.639545e-09,7.82549,0.269537,0.00083554,18.1068
12,5.11042,0.000577338,1.7135e-18,1.65043e-09,1.650438e-09,7.82353,0.269486,0.000835433,18.0963
12,5.11107,0.000930337,1.70565e-18,1.66137e-09,1.661376e-09,7.82163,0.269436,0.000835329,18.0858
12,5.11168,0.00125292,0,1.67236e-09,1.672355e-09,7.81979,0.269388,0.000835228,18.0752
12,5.11225,0.00155147,3.38029e-18,1.68341e-09,1.683407e-09,7.81799,0.269341,0.000835129,18.0646
12,5.1128,0.00183283,3.36476e-18,1.69451e-09,1.694515e-09,7.81624,0.269296,0.000835034,18.0538
12,5.11333,0.00210448,0,1.70567e-09,1.705663e-09,7.81455,0.269252,0.000834942,18.043
12,5.11384,0.00237478,0,1.71688e-09,1.71688e-09,7.8129,0.269209,0.000834852,18.0321
12,5.11435,0.00265327,1.65912e-18,1.72815e-09,1.728151e-09,7.8113,0.269168,0.000834765,18.0211
12,5.11484,0.00295103,1.65135e-18,1.73947e-09,1.739474e-09,7.80976,0.269127,0.000834681,18.0099
12,5.11535,0.00328117,-1.64356e-18,1.75085e-09,1.750849e-09,7.80826,0.269088,0.0008346,17.9985
12,5.11586,0.00365942,-1.16997e-22,1.76228e-09,1.762275e-09,7.8068,0.269051,0.000834521,17.987
12,5.11639,0.00410481,1.37133e-22,1.77377e-09,1.773779e-09,7.80539,0.269014,0.000834445,17.9753
12,5.11695,0.00464066,1.62687e-22,1.78531e-09,1.785318e-09,7.80402,0.268978,0.000834371,17.9632
12,5.11756,0.00529568,-1.94867e-22,1.79691e-09,1.796904e-09,7.80268,0.268944,0.000834298,17.9509
12,5.11822,0.0061054,0,1.80856e-09,1.808567e-09,7.80139,0.26891,0.000834228,17.9381
12,5.11897,0.00711394,0,1.82027e-09,1.820262e-09,7.80012,0.268877,0.00083416,17.9249
12,5.11982,0.00837611,0,1.83203e-09,1.832031e-09,7.7989,0.268845,0.000834094,17.911
12,5.12082,0.00996001,0,1.84384e-09,1.843844e-09,7.7977,0.268814,0.000834029,17.8963
12,5.122,0.01195,-1.57157e-18,1.85571e-09,1.855714e-09,7.79655,0.268784,0.000833966,17.8806
12,5.12343,0.01445,1.56303e-18,1.86764e-09,1.86764e-09,7.79544,0.268756,0.000833905,17.8636
12,5.12519,0.0175871,0,1.87961e-09,1.879607e-09,7.7944,0.268728,0.000833847,17.8448
12,5.12739,0.0215144,0,1.89164e-09,1.891645e-09,7.79347,0.268704,0.000833794,17.8238
12,5.13018,0.026413,3.07116e-18,1.90372e-09,1.90372e-09,7.7927,0.268683,0.000833746,17.7996
12,5.13377,0.0324904,-3.05096e-18,1.91586e-09,1.915848e-09,7.79219,0.268668,0.000833709,17.7713
12,5.13843,0.0399743,3.39848e-21,1.92805e-09,1.928055e-09,7.79209,0.268663,0.000833688,17.7375
12,5.14452,0.0490958,3.00576e-18,1.94029e-09,1.940283e-09,7.79264,0.268673,0.000833693,17.6961
12,5.15253,0.0600596,0,1.95258e-09,1.952589e-09,7.79416,0.268706,0.000833737,17.6448
12,5.16303,0.0729971,-2.95075e-18,1.96493e-09,1.964914e-09,7.79709,0.268773,0.000833837,17.5805
12,5.1767,0.0878684,-2.91197e-18,1.97732e-09,1.977327e-09,7.802,0.268886,0.000834015,17.4993
12,5.19435,0.104643,0,1.98977e-09,1.989771e-09,7.80941,0.269059,0.000834294,17.3972
12,0.111685,1.33299,0,5.09656e-10,5.096564e-10,134.168,0.464962,0.00014502,-6.77004
12,0.216284,1.69784,-2.7486e-19,5.13586e-10,5.135861e-10,113.746,0.614135,0.000298424,-6.6717
12,0.348903,1.81486,-2.35251e-19,5.17546e-10,5.17546e-10,106.226,0.719013,0.000438011,-6.65954
12,0.474425,1.8799,0,5.21536e-10,5.21536e-10,107.34,0.820493,0.000564456,-6.70559
12,0.593444,1.92992,-3.74725e-19,5.25557e-10,5.255567e-10,114.146,0.925061,0.000674717,-6.78478
12,0.712565,1.97773,-3.52717e-19,5.29608e-10,5.296077e-10,125.471,1.03589,0.000769704,-6.8982
12,0.835429,2.02946,1.3275e-20,5.3369e-10,5.336902e-10,140.703,1.15434,0.000852319,-7.05119
12,0.963844,2.08821,-1.70444e-19,5.37803e-10,5.378035e-10,159.448,1.28073,0.00092584,-7.24859
12,1.09895,2.1554,-3.21518e-19,5.41948e-10,5.419485e-10,181.348,1.41454,0.000993018,-7.49657
12,1.24145,2.2312,1.52712e-19,5.46125e-10,5.461246e-10,205.994,1.55451,0.00105578,-7.80311
12,1.39169,2.31489,1.52778e-19,5.50333e-10,5.503336e-10,232.883,1.69875,0.00111523,-8.17749
12,1.54969,2.40505,1.33109e-20,5.54574e-10,5.545739e-10,261.422,1.84495,0.00117185,-8.62994
12,1.71523,2.49972,0,5.58847e-10,5.588466e-10,290.965,1.99059,0.00122565,-9.17118
12,1.88793,2.59663,1.75471e-19,5.63152e-10,5.631525e-10,320.837,2.13307,0.00127634,-9.81212
12,2.06731,2.69325,-1.68195e-19,5.67491e-10,5.674903e-10,350.381,2.26991,0.00132349,-10.5634
12,2.25283,2.78692,-1.76079e-19,5.71862e-10,5.718625e-10,378.978,2.39883,0.00136655,-11.4352
12,2.44394,2.87491,-1.99786e-19,5.76267e-10,5.762669e-10,406.063,2.51773,0.00140498,-12.4366
12,2.64018,2.9544,0,5.80705e-10,5.807055e-10,431.122,2.62479,0.00143824,-13.5755
12,2.84109,3.02247,0,5.85178e-10,5.85178e-10,453.686,2.71831,0.00146583,-14.8581
12,3.04634,3.07611,0,5.89684e-10,5.896835e-10,473.318,2.79679,0.00148734,-16.2885
12,3.25561,3.11211,0,5.94225e-10,5.942248e-10,489.603,2.85886,0.00150239,-17.8684
12,3.4686,3.12701,0,5.988e-10,5.988002e-10,502.156,2.90332,0.00151075,-19.5963
12,3.68491,3.11708,0,6.0341e-10,6.034105e-10,510.645,2.92926,0.00151231,-21.4668
12,3.90397,3.0783,0,6.08056e-10,6.080556e-10,514.832,2.93621,0.00150713,-23.4695
12,4.12491,3.00642,0,6.12737e-10,6.127363e-10,514.639,2.92436,0.00149555,-25.5878
12,4.34639,2.89711,-3.57539e-19,6.17453e-10,6.174536e-10,510.205,2.89476,0.00147816,-27.7978
12,4.56651,2.74628,4.10203e-19,6.22205e-10,6.222049e-10,501.932,2.84948,0.0014559,-30.0672
12,4.78272,2.55045,0,6.26994e-10,6.269944e-10,490.49,2.79165,0.00143,-32.3542
12,4.99191,2.30734,-4.47111e-19,6.31819e-10,6.318185e-10,476.765,2.72522,0.00140198,-34.608
12,5.1905,2.0164,-5.09153e-19,6.36681e-10,6.366811e-10,461.76,2.65459,0.00137348,-36.77
12,5.37479,1.67925,0,6.4158e-10,6.415801e-10,446.47,2.58412,0.0013461,-38.7764
12,5.54125,1.29988,1.11554e-18,6.46516e-10,6.465156e-10,431.775,2.51762,0.00132118,-40.5622
12,5.68691,0.884472,0,6.51489e-10,6.514894e-10,418.386,2.45805,0.00129971,-42.0658
12,5.80958,0.441124,0,6.56501e-10,6.564994e-10,406.867,2.4075,0.0012821,-43.2331
12,5.90778,-0.0209839,0,6.6155e-10,6.615514e-10,397.766,2.3674,0.00126811,-44.0238
12,5.9806,-0.491993,1.27406e-18,6.66638e-10,6.666378e-10,391.658,2.33824,0.00125636,-44.4138
12,6.02778,-0.961693,0,6.71765e-10,6.717659e-10,388.262,2.31751,0.00124498,-44.3887
12,6.0508,-1.42098,0,6.76931e-10,6.769303e-10,387.541,2.30352,0.00123228,-43.9554
12,6.051,-1.86141,1.16475e-18,6.82136e-10,6.821364e-10,389.242,2.29354,0.00121629,-43.1315
12,6.03044,-2.2754,-1.0618e-18,6.8738e-10,6.873806e-10,392.835,2.28377,0.00119492,-41.9477
12,5.9918,-2.65732,0,6.92665e-10,6.926646e-10,397.43,2.26931,0.00116619,-40.4443
12,5.93868,-3.00555,-1.01761e-18,6.97989e-10,6.979903e-10,401.738,2.24434,0.00112843,-38.6653
12,5.87655,-3.32518,1.88625e-18,7.03354e-10,7.033539e-10,404.198,2.20292,0.00108055,-36.6497
12,5.81349,-3.62924,9.06083e-19,7.0876e-10,7.087591e-10,403.359,2.14065,0.00102245,-34.4221
12,5.7596,-3.93574,-8.10898e-19,7.14207e-10,7.142075e-10,398.339,2.05637,0.000955413,-31.9869
12,5.724,-4.25911,2.86986e-20,7.19695e-10,7.196956e-10,389.015,1.95286,0.000882306,-29.3314
12,5.71028,-4.5995,-6.70751e-19,7.25225e-10,7.252236e-10,375.831,1.83605,0.000807267,-26.4416
12,5.71331,-4.93701,5.9028e-19,7.30797e-10,7.307964e-10,359.605,1.7139,0.000735173,-23.3236
12,5.72048,-5.23665,-5.05578e-19,7.36411e-10,7.364123e-10,341.508,1.59569,0.000671025,-20.0214
12,5.71716,-5.46183,0,7.42067e-10,7.420662e-10,322.889,1.49066,0.000619366,-16.6196
12,5.69267,-5.58836,0,7.47767e-10,7.477669e-10,304.829,1.40617,0.000583799,-13.2282
12,5.6435,-5.61114,0,7.5351e-10,7.535088e-10,287.809,1.34629,0.000566779,-9.95638
12,5.57286,-5.54227,-1.81838e-19,7.59296e-10,7.592957e-10,271.784,1.31161,0.000569677,-6.88928
12,5.48802,-5.40394,-3.39071e-21,7.65126e-10,7.651272e-10,256.5,1.29997,0.000592954,-4.07714
12,5.39723,-5.22062,-3.93499e-20,7.71e-10,7.709999e-10,241.792,1.30741,0.000636242,-1.53692
12,5.30755,-5.01351,0,7.76919e-10,7.769177e-10,227.683,1.32911,0.000698289,0.738388
12,5.22386,-4.79809,0,7.82883e-10,7.828836e-10,214.334,1.36017,0.000776853,2.76904
12,5.14874,-4.58406,1.13294e-19,7.88892e-10,7.888942e-10,201.927,1.39609,0.000868705,4.58011
12,5.08303,-4.37656,1.51091e-19,7.94946e-10,7.94946e-10,190.575,1.43306,0.000969848,6.19646
12,5.02643,-4.17771,6.46156e-21,8.01046e-10,8.01046e-10,180.293,1.46811,0.00107593,7.64049
12,4.97805,-3.98794,0,8.07193e-10,8.071907e-10,171.007,1.49909,0.00118273,8.93166
12,4.9368,-3.80686,4.77075e-19,8.13386e-10,8.133872e-10,162.594,1.52456,0.00128655,10.0867
12,4.90162,-3.6338,2.55712e-19,8.19625e-10,8.196246e-10,154.914,1.54372,0.00138448,11.1203
12,4.87162,-3.46809,0,8.25912e-10,8.259134e-10,147.834,1.55626,0.00147445,12.045
12,4.84606,-3.30913,2.96835e-19,8.32247e-10,8.32247e-10,141.24,1.56225,0.00155519,12.8722
12,4.82437,-3.15646,-6.15061e-19,8.38629e-10,8.386286e-10,135.045,1.56202,0.00162606,13.6121
12,4.80613,-3.0097,-3.23827e-19,8.4506e-10,8.450615e-10,129.183,1.55607,0.00168693,14.2735
12,4.79101,-2.86855,-3.28628e-19,8.51539e-10,8.515389e-10,123.607,1.54499,0.00173801,14.8645
12,4.77878,-2.73274,-3.46121e-19,8.58067e-10,8.58068e-10,118.286,1.5294,0.00177972,15.3925
12,4.76925,-2.60205,0,8.64645e-10,8.646446e-10,113.195,1.50989,0.0018126,15.8637
12,4.76226,-2.47625,3.58806e-19,8.71272e-10,8.712728e-10,108.318,1.487,0.00183725,16.2839
12,4.75766,-2.35513,0,8.77949e-10,8.779489e-10,103.636,1.46123,0.00185426,16.6582
12,4.75531,-2.23845,3.82083e-19,8.84677e-10,8.846759e-10,99.134,1.43296,0.00186418,16.9912
12,4.75506,-2.12601,0,8.91455e-10,8.914579e-10,94.7933,1.4025,0.00186755,17.2869
12,4.75672,-2.01759,-3.9176e-19,8.98285e-10,8.982842e-10,90.5948,1.37008,0.00186481,17.5489
12,4.76011,-1.91299,-3.99252e-19,9.05166e-10,9.051653e-10,86.5176,1.33587,0.00185637,17.7804
12,4.76501,-1.81202,-5.31614e-21,9.12099e-10,9.121011e-10,82.5407,1.29996,0.0018426,17.9841
12,4.77117,-1.71456,0,9.19084e-10,9.190841e-10,78.6437,1.26242,0.00182384,18.1628
12,4.77832,-1.62046,-4.20867e-19,9.26122e-10,9.261219e-10,74.8081,1.22331,0.0018004,18.3186
12,4.78619,-1.52967,4.32666e-19,9.33213e-10,9.332112e-10,71.0188,1.18268,0.00177258,18.4536
12,4.79448,-1.44215,0,9.40357e-10,9.403582e-10,67.2647,1.14061,0.00174071,18.5697
12,4.80289,-1.35789,-8.70866e-21,9.47556e-10,9.475561e-10,63.5395,1.09718,0.00170513,18.6686
12,4.81115,-1.27694,8.98167e-19,9.54808e-10,9.548085e-10,59.8424,1.05257,0.00166622,18.7519
12,4.81897,-1.19934,9.20273e-19,9.621151e-10,9.621152e-10,56.1782,1.00695,0.00162438,18.821
12,4.82614,-1.12518,-9.34044e-19,9.694771e-10,9.694764e-10,52.5563,0.960579,0.0015801,18.8772
12,4.83246,-1.05453,0,9.76894e-10,9.768955e-10,48.9909,0.913757,0.00153387,18.9218
12,4.83779,-0.987456,-9.54452e-19,9.84367e-10,9.843689e-10,45.4996,0.866819,0.00148625,18.9559
12,4.84205,-0.923993,0,9.91897e-10,9.918961e-10,42.1024,0.820132,0.00143781,18.9807
12,4.84523,-0.86415,0,9.994831e-10,9.994776e-10,38.8203,0.774081,0.00138917,18.9971
12,4.8474,-0.80789,-9.94464e-19,1.00713e-09,1.007128e-09,35.6745,0.729056,0.00134093,19.0061
12,4.84865,-0.755131,-1.01237e-18,1.01483e-09,1.014825e-09,32.6846,0.685432,0.00129368,19.0086
12,4.84918,-0.705746,0,1.02258e-09,1.022583e-09,29.8681,0.64356,0.00124799,19.0055
12,4.84918,-0.659568,1.02906e-18,1.0304e-09,1.030402e-09,27.2394,0.603751,0.00120437,18.9975
12,4.84892,-0.616398,2.08226e-18,1.03828e-09,1.038275e-09,24.8091,0.566266,0.00116325,18.9854
12,4.84863,-0.576017,0,1.04621e-09,1.046216e-09,22.5834,0.53131,0.00112499,18.9699
12,4.84856,-0.538194,0,1.0542e-09,1.054203e-09,20.5647,0.499025,0.00108985,18.9516
12,4.84896,-0.502706,0,1.06226e-09,1.062259e-09,18.7511,0.469492,0.00105797,18.931
12,4.84999,-0.469339,-1.06649e-18,1.07037e-09,1.070369e-09,17.137,0.442727,0.00102939,18.9088
12,4.85182,-0.437904,-1.07397e-18,1.07855e-09,1.078545e-09,15.7136,0.418694,0.00100406,18.8853
12,4.85454,-0.408235,2.15031e-18,1.08678e-09,1.086783e-09,14.4696,0.397305,0.0009818251,18.861
12,4.85821,-0.380195,2.15415e-18,1.09508e-09,1.095082e-09,13.3918,0.378433,0.000962457,18.8362
12,4.86282,-0.353672,1.07673e-18,1.10344e-09,1.10344e-09,12.4657,0.361917,0.000945684,18.8112
12,4.86834,-0.328579,1.07709e-18,1.11186e-09,1.111867e-09,11.6762,0.347578,0.000931208,18.7862
12,4.87471,-0.304849,-1.07677e-18,1.12035e-09,1.120347e-09,11.0082,0.335221,0.000918728,18.7614
12,4.88182,-0.282429,1.07814e-18,1.1289e-09,1.128901e-09,10.4472,0.324647,0.000907957,18.737
12,4.88956,-0.261276,-1.07657e-18,1.13751e-09,1.137515e-09,9.9791,0.315658,0.000898638,18.7131
12,4.89783,-0.241354,0,1.14619e-09,1.146183e-09,9.59107,0.308065,0.000890553,18.6898
12,4.90648,-0.22263,-1.07222e-18,1.15493e-09,1.154932e-09,9.27131,0.301687,0.000883516,18.6671
12,4.91541,-0.205071,0,1.16374e-09,1.163741e-09,9.00927,0.296358,0.00087738,18.645
12,4.92449,-0.188641,-1.0666e-18,1.17261e-09,1.172618e-09,8.79561,0.291928,0.000872023,18.6237
12,4.93363,-0.173303,1.06341e-18,1.18155e-09,1.181554e-09,8.6222,0.28826,0.000867349,18.6031
12,4.94273,-0.159017,0,1.19056e-09,1.190557e-09,8.48203,0.285235,0.000863276,18.5832
12,4.95171,-0.145738,0,1.19963e-09,1.199634e-09,8.36913,0.282749,0.000859734,18.564
12,4.96051,-0.13342,-1.05269e-18,1.20878e-09,1.208778e-09,8.27844,0.28071,0.000856665,18.5454
12,4.96907,-0.122014,0,1.21799e-09,1.217981e-09,8.20574,0.279042,0.000854012,18.5276
12,4.97735,-0.11147,2.08866e-18,1.22726e-09,1.227266e-09,8.14753,0.277679,0.000851728,18.5103
12,4.98532,-0.101737,-9.20395e-22,1.23661e-09,1.23661e-09,8.10094,0.276564,0.000849767,18.4936
12,4.99295,-0.0927646,0,1.24603e-09,1.246027e-09,8.06361,0.275654,0.000848087,18.4776
12,5.00024,-0.084503,-1.03233e-18,1.25552e-09,1.255518e-09,8.03363,0.274908,0.000846651,18.462
12,5.00716,-0.0769027,0,1.26507e-09,1.265076e-09,8.00943,0.274294,0.000845425,18.447
12,5.01373,-0.0699177,0,1.2747e-09,1.274699e-09,7.98981,0.273789,0.000844379,18.4324
12,5.01994,-0.0635032,1.0155e-18,1.2844e-09,1.28441e-09,7.9738,0.27337,0.000843485,18.4183
12,5.0258,-0.0576163,-1.01064e-18,1.29418e-09,1.294172e-09,7.96061,0.27302,0.000842721,18.4045
12,5.03133,-0.0522167,-1.00474e-18,1.30402e-09,1.304023e-09,7.94962,0.272725,0.000842065,18.3912
12,5.03653,-0.0472662,1.99889e-18,1.31394e-09,1.313938e-09,7.94033,0.272474,0.000841499,18.3782
12,5.04141,-0.0427292,1.98841e-18,1.32393e-09,1.323934e-09,7.93238,0.272258,0.000841009,18.3655
12,5.046,-0.0385723,0,1.334e-09,1.334003e-09,7.92547,0.27207,0.00084058,18.3531
12,5.0503,-0.0347647,0,1.34414e-09,1.344137e-09,7.91935,0.271904,0.000840203,18.341
12,5.05434,-0.0312775,0,1.35436e-09,1.354358e-09,7.91385,0.271755,0.000839867,18.3292
12,5.05812,-0.0280843,-1.94755e-18,1.36465e-09,1.364652e-09,7.90883,0.27162,0.000839566,18.3175
12,5.06166,-0.0251609,0,1.37502e-09,1.375018e-09,7.90418,0.271496,0.000839292,18.3061
12,5.06498,-0.022485,0,1.38546e-09,1.38547e-09,7.89982,0.271381,0.000839042,18.2948
12,5.06809,-0.0200363,0,1.39599e-09,1.395987e-09,7.89568,0.271272,0.00083881,18.2837
12,5.071,-0.0177963,0,1.40659e-09,1.406584e-09,7.89172,0.271169,0.000838593,18.2728
12,5.07373,-0.0157483,0,1.41727e-09,1.417267e-09,7.8879,0.27107,0.000838388,18.2619
12,5.07628,-0.0138768,0,1.42803e-09,1.428029e-09,7.88419,0.270975,0.000838193,18.2512
12,5.07866,-0.0121681,3.75865e-18,1.43886e-09,1.438862e-09,7.88057,0.270883,0.000838007,18.2406
12,5.08089,-0.0106095,0,1.44978e-09,1.449775e-09,7.87703,0.270793,0.000837828,18.2301
12,5.08298,-0.00918934,-3.72062e-18,1.46078e-09,1.460795e-09,7.87356,0.270706,0.000837656,18.2196
12,5.08493,-0.00789702,-1.85098e-18,1.47186e-09,1.47185e-09,7.87016,0.27062,0.000837488,18.2092
12,5.08676,-0.00672273,0,1.48302e-09,1.483026e-09,7.86681,0.270536,0.000837325,18.1988
12,5.08847,-0.00565739,1.83221e-18,1.49427e-09,1.494266e-09,7.86353,0.270454,0.000837166,18.1885
12,5.09007,-0.00469254,1.82274e-18,1.50559e-09,1.505599e-09,7.8603,0.270373,0.000837012,18.1782
12,5.09158,-0.00382026,0,1.517e-09,1.516996e-09,7.85713,0.270295,0.000836861,18.1679
12,5.09299,-0.00303309,1.80422e-18,1.5285e-09,1.528498e-09,7.85402,0.270217,0.000836713,18.1576
12,5.09431,-0.00232396,-1.79511e-18,1.54008e-09,1.540079e-09,7.85097,0.270142,0.00083657,18.1474
12,5.09556,-0.00168613,0,1.55174e-09,1.551751e-09,7.84799,0.270068,0.00083643,18.1371
12,5.09673,-0.00111311,0,1.56349e-09,1.563487e-09,7.84507,0.269995,0.000836293,18.1267
12,5.09785,-0.000598619,0,1.57533e-09,1.575343e-09,7.84222,0.269925,0.00083616,18.1164
12,5.0989,-0.000136515,0,1.58726e-09,1.587248e-09,7.83944,0.269856,0.00083603,18.106
12,5.0999,0.000279296,1.74925e-18,1.59927e-09,1.599272e-09,7.83674,0.269789,0.000835905,18.0956
12,5.10085,0.000654935,-3.48038e-18,1.61137e-09,1.611373e-09,7.8341,0.269724,0.000835782,18.0851
12,5.10176,0.0009966519,0,1.62356e-09,1.623551e-09,7.83154,0.269661,0.000835664,18.0745
12,5.10264,0.00131094,-1.72206e-18,1.63584e-09,1.635834e-09,7.82905,0.2696,0.000835549,18.0639
12,5.10349,0.00160471,-1.71299e-18,1.6482e-09,1.648208e-09,7.82664,0.26954,0.000835438,18.0531
12,5.10432,0.00188543,0,1.66066e-09,1.660658e-09,7.8243,0.269482,0.00083533,18.0423
12,5.10512,0.00216137,0,1.67321e-09,1.673213e-09,7.82204,0.269427,0.000835226,18.0313
12,5.10592,0.00244193,0,1.68586e-09,1.685857e-09,7.81985,0.269373,0.000835126,18.0202
12,5.10672,0.00273791,0,1.69859e-09,1.698593e-09,7.81773,0.269321,0.000835029,18.0089
12,5.10751,0.00306202,1.6676e-18,1.71142e-09,1.711418e-09,7.81568,0.26927,0.000834935,17.9975
12,5.10833,0.00342939,-3.31711e-18,1.72434e-09,1.724332e-09,7.8137,0.269222,0.000834845,17.9858
12,5.10916,0.00385829,1.64951e-18,1.73736e-09,1.737366e-09,7.81179,0.269175,0.000834758,17.9738
12,5.11004,0.00437096,3.28062e-18,1.75047e-09,1.750474e-09,7.80994,0.269129,0.000834674,17.9615
12,5.11097,0.00499465,-1.63122e-18,1.76368e-09,1.763671e-09,7.80815,0.269085,0.000834593,17.9488
12,5.11197,0.00576297,-1.62178e-18,1.77698e-09,1.776985e-09,7.80642,0.269043,0.000834514,17.9356
12,5.11307,0.00671743,0,1.79038e-09,1.790375e-09,7.80474,0.269002,0.000834439,17.9218
12,5.1143,0.00790939,0,1.80388e-09,1.803883e-09,7.80311,0.268962,0.000834365,17.9072
12,5.1157,0.00940224,0,1.81748e-09,1.817478e-09,7.80154,0.268923,0.000834295,17.8917
12,5.11732,0.0112741,0,1.83117e-09,1.831175e-09,7.80003,0.268886,0.000834226,17.8749
12,5.11924,0.0136203,0,1.84497e-09,1.844975e-09,7.79857,0.268851,0.000834161,17.8566
12,5.12154,0.0165565,0,1.85887e-09,1.858864e-09,7.7972,0.268817,0.000834099,17.8362
12,5.12435,0.0202204,0,1.87286e-09,1.872868e-09,7.79595,0.268786,0.000834043,17.8131
12,5.12783,0.0247729,0,1.88696e-09,1.886959e-09,7.79487,0.26876,0.000833994,17.7866
12,5.13218,0.0303952,0,1.90116e-09,1.901152e-09,7.79405,0.26874,0.000833956,17.7555
12,5.13769,0.0372823,6.07322e-18,1.91547e-09,1.915476e-09,7.79364,0.268729,0.000833935,17.7184
12,5.14471,0.0456264,0,1.92988e-09,1.929873e-09,7.79386,0.268734,0.00083394,17.6735
12,5.15368,0.0555907,0,1.94439e-09,1.944397e-09,7.795,0.268761,0.000833984,17.6183
12,5.16515,0.0672704,-2.94654e-18,1.95901e-09,1.958993e-09,7.79746,0.268819,0.000834083,17.55
12,5.17972,0.0806069,2.91615e-18,1.97373e-09,1.973734e-09,7.80176,0.268921,0.000834258,17.4653
12,5.1981,0.095586,0,1.98856e-09,1.988562e-09,7.80838,0.269079,0.000834529,17.3607
12,0.112383,1.07873,0,4.56884e-10,4.568839e-10,138.611,0.478321,0.000148554,-6.39784
12,0.21948,1.43712,-2.71304e-19,4.6054e-10,4.605406e-10,122.316,0.630762,0.000292746,-6.2767
12,0.367297,1.58073,0,4.64227e-10,4.642273e-10,116.114,0.736603,0.000420558,-6.24631
12,0.507898,1.66134,0,4.67944e-10,4.679441e-10,117.046,0.836387,0.000537899,-6.27077
12,0.640857,1.716,1.99045e-19,4.71692e-10,4.716918e-10,123.468,0.939565,0.000643489,-6.32259
12,0.774321,1.76118,1.8634e-19,4.7547e-10,4.754699e-10,134.599,1.0501,0.00073733,-6.40566
12,0.912833,1.80566,3.42124e-19,4.79279e-10,4.792796e-10,149.893,1.16931,0.000820957,-6.52722
12,1.05859,1.85436,1.58476e-19,4.8312e-10,4.831202e-10,168.948,1.29734,0.000896603,-6.69278
12,1.2129,1.90988,1.67179e-19,4.86993e-10,4.86993e-10,191.4,1.43359,0.000966381,-6.90885
12,1.37648,1.97329,-1.64957e-19,4.90897e-10,4.908971e-10,216.84,1.57675,0.00103188,-7.18355
12,1.54961,2.04451,-3.15997e-19,4.94834e-10,4.948342e-10,244.775,1.72499,0.00109408,-7.52605
12,1.73219,2.12259,1.6547e-19,4.98803e-10,4.988033e-10,274.621,1.87603,0.00115342,-7.94619
12,1.92387,2.20591,0,5.02805e-10,5.028049e-10,305.726,2.02735,0.00120995,-8.45422
12,2.12414,2.29241,0,5.0684e-10,5.0684e-10,337.397,2.17634,0.00126344,-9.06043
12,2.33234,2.37968,3.44093e-19,5.10908e-10,5.109076e-10,368.938,2.32044,0.0013135,-9.77479
12,2.5478,2.46511,1.86272e-19,5.1501e-10,5.150102e-10,399.681,2.45726,0.00135966,-10.6066
12,2.76979,2.54591,0,5.19146e-10,5.191458e-10,429.005,2.58462,0.00140143,-11.564
12,2.99763,2.61918,0,5.23316e-10,5.23316e-10,456.344,2.70056,0.00143832,-12.6537
12,3.23065,2.68191,0,5.2752e-10,5.275208e-10,481.192,2.80336,0.00146988,-13.8809
12,3.46826,2.731,0,5.3176e-10,5.317594e-10,503.092,2.89153,0.00149572,-15.2482
12,3.70986,2.7632,0,5.36034e-10,5.360345e-10,521.635,2.96375,0.00151551,-16.7559
12,3.95483,2.77513,0,5.40344e-10,5.403445e-10,536.454,3.01893,0.00152903,-18.4008
12,4.20245,2.76325,0,5.4469e-10,5.446899e-10,547.246,3.05624,0.00153616,-20.1763
12,4.45183,2.72389,0,5.49071e-10,5.490711e-10,553.795,3.07526,0.00153694,-22.0707
