"Cell Type","U:0","U:1","U:2","V","Volume","epsilon","k","nut","p"
12,10.0067,0.0277322,0,7.34379e-10,7.343791e-10,14.7369,0.371286,0.000841886,-3.96498
12,10.0188,0.037359,0,7.05038e-10,7.050382e-10,14.8291,0.369788,0.000829917,-4.10049
12,10.03,0.0420623,0,6.76869e-10,6.768689e-10,14.9945,0.368372,0.000814485,-4.22127
12,10.0391,0.0460616,0,6.49826e-10,6.498258e-10,15.2078,0.366959,0.000796912,-4.30079
12,10.0477,0.0489586,0,6.23863e-10,6.238637e-10,15.4493,0.365522,0.000778326,-4.37681
12,10.0559,0.0504599,0,5.98938e-10,5.989381e-10,15.7049,0.36406,0.000759541,-4.45367
12,10.0631,0.0512093,0,5.75008e-10,5.750082e-10,15.9664,0.362585,0.000741063,-4.52015
12,10.0693,0.0517241,0,5.52035e-10,5.520351e-10,16.2289,0.361115,0.000723176,-4.57509
12,10.0747,0.0522098,0,5.29979e-10,5.299793e-10,16.4903,0.359669,0.000706026,-4.6221
12,10.0793,0.0527975,0,5.08805e-10,5.088047e-10,16.7494,0.358261,0.000689671,-4.66256
12,10.0833,0.0536435,0,4.88476e-10,4.884765e-10,17.0061,0.356901,0.000674115,-4.69619
12,10.0866,0.0549241,0,4.6896e-10,4.689603e-10,17.2606,0.355598,0.000659334,-4.72275
12,10.0893,0.0568421,0,4.50224e-10,4.502236e-10,17.5135,0.354357,0.000645283,-4.74241
12,10.0914,0.0596342,0,4.32236e-10,4.322357e-10,17.7658,0.353181,0.000631908,-4.75558
12,10.0931,0.0635973,0,4.14967e-10,4.149665e-10,18.0186,0.352075,0.000619143,-4.76311
12,10.0945,0.0690056,0,3.98387e-10,3.983872e-10,18.2736,0.351043,0.000606928,-4.76707
12,10.0961,0.0762039,0,3.8247e-10,3.824703e-10,18.5277,0.350093,0.000595371,-4.77076
12,10.0003,0.00792784,0,8.19843e-10,8.198431e-10,14.7011,0.372864,0.000851125,-3.97986
12,10.0057,0.0239488,0,7.87088e-10,7.870881e-10,14.5819,0.370835,0.000848768,-4.0141
12,10.0159,0.0337224,0,7.55641e-10,7.556414e-10,14.5101,0.368996,0.000844531,-4.12369
12,10.0262,0.038984,0,7.25451e-10,7.254503e-10,14.4828,0.367294,0.000838334,-4.23495
12,10.0348,0.0429334,0,6.96466e-10,6.964661e-10,14.4933,0.365685,0.000830405,-4.31485
12,10.0428,0.0457996,0,6.6864e-10,6.686406e-10,14.5333,0.364138,0.000821127,-4.38727
12,10.0506,0.0474621,0,6.41926e-10,6.419261e-10,14.5949,0.362632,0.000810909,-4.45981
12,10.0576,0.0484219,0,6.16279e-10,6.162786e-10,14.6718,0.361158,0.000800114,-4.52477
12,10.0639,0.0491378,0,5.91656e-10,5.916566e-10,14.7593,0.359715,0.000789028,-4.5799
12,10.0695,0.0498212,0,5.68018e-10,5.680178e-10,14.854,0.358304,0.000777865,-4.62771
12,10.0745,0.05061,0,5.45324e-10,5.453235e-10,14.9534,0.35693,0.000766776,-4.66962
12,10.0791,0.0516602,0,5.23536e-10,5.235363e-10,15.0561,0.355596,0.000755865,-4.70565
12,10.0831,0.053145,0,5.02619e-10,5.026193e-10,15.161,0.354305,0.000745194,-4.73583
12,10.0866,0.0552544,0,4.82538e-10,4.825378e-10,15.2676,0.35306,0.000734802,-4.7606
12,10.0898,0.058199,0,4.63259e-10,4.632589e-10,15.3756,0.351864,0.000724702,-4.78076
12,10.0928,0.0622171,0,4.4475e-10,4.447501e-10,15.4854,0.35072,0.000714893,-4.79759
12,10.0958,0.0675236,0,4.26981e-10,4.269809e-10,15.5971,0.349631,0.000705372,-4.81327
12,10.0992,0.0743731,0,4.09922e-10,4.099216e-10,15.7087,0.348611,0.000696278,-4.83091
12,10.0004,0.00706197,0,8.78686e-10,8.786864e-10,14.6901,0.37282,0.000851561,-4.03025
12,10.0048,0.0209967,0,8.4358e-10,8.435805e-10,14.5371,0.37068,0.00085067,-4.06156
12,10.0135,0.0304219,0,8.09876e-10,8.098767e-10,14.4066,0.368689,0.000849183,-4.15162
12,10.0228,0.0358321,0,7.77519e-10,7.775186e-10,14.3,0.366831,0.000846914,-4.25109
12,10.0309,0.0396702,0,7.46454e-10,7.464542e-10,14.2167,0.365086,0.000843791,-4.32883
12,10.0385,0.0425111,0,7.16631e-10,7.166315e-10,14.1547,0.363435,0.000839839,-4.39822
12,10.0459,0.0443232,0,6.87999e-10,6.879996e-10,14.1111,0.361862,0.000835151,-4.4671
12,10.0528,0.0454645,0,6.60511e-10,6.605113e-10,14.083,0.360353,0.000829855,-4.53048
12,10.059,0.0463371,0,6.34122e-10,6.341221e-10,14.0675,0.3589,0.000824084,-4.58576
12,10.0647,0.0471656,0,6.08786e-10,6.087866e-10,14.0623,0.357498,0.000817965,-4.63448
12,10.0699,0.0480962,0,5.84463e-10,5.844634e-10,14.0653,0.356145,0.000811608,-4.67804
12,10.0748,0.0492811,0,5.61112e-10,5.611125e-10,14.075,0.354837,0.000805105,-4.71675
12,10.0793,0.0508846,0,5.38694e-10,5.386942e-10,14.0902,0.353576,0.000798529,-4.75086
12,10.0835,0.0530789,0,5.17171e-10,5.171714e-10,14.11,0.35236,0.000791935,-4.78104
12,10.0875,0.0560445,0,4.96509e-10,4.965087e-10,14.1337,0.35119,0.000785363,-4.80836
12,10.0915,0.0599687,0,4.76671e-10,4.766716e-10,14.161,0.350066,0.000778842,-4.83435
12,10.0957,0.0650098,0,4.57627e-10,4.57627e-10,14.1917,0.348993,0.000772397,-4.86126
12,10.1005,0.0713619,0,4.39343e-10,4.393433e-10,14.2245,0.347982,0.00076616,-4.89192
12,10.0004,0.00629104,0,9.41753e-10,9.417523e-10,14.6874,0.372806,0.000851653,-4.07837
12,10.0042,0.0184323,0,9.04126e-10,9.041267e-10,14.5251,0.370628,0.000851134,-4.10668
12,10.0115,0.0272058,0,8.68004e-10,8.680039e-10,14.376,0.368577,0.000850471,-4.18115
12,10.0198,0.0325985,0,8.33324e-10,8.333235e-10,14.2409,0.366646,0.000849571,-4.26886
12,10.0274,0.0363627,0,8.0003e-10,8.000294e-10,14.12,0.364826,0.000848361,-4.3433
12,10.0347,0.0391736,0,7.68066e-10,7.680663e-10,14.013,0.363107,0.000846797,-4.4101
12,10.0417,0.0410819,0,7.37379e-10,7.373794e-10,13.9193,0.361477,0.000844866,-4.47577
12,10.0484,0.0423534,0,7.07918e-10,7.079181e-10,13.8376,0.359927,0.000842579,-4.53749
12,10.0546,0.0433376,0,6.79635e-10,6.796349e-10,13.7669,0.358449,0.000839966,-4.59278
12,10.0603,0.044263,0,6.52481e-10,6.52481e-10,13.7058,0.357036,0.000837067,-4.64248
12,10.0657,0.0452797,0,6.26412e-10,6.264121e-10,13.6533,0.355682,0.000833926,-4.68784
12,10.0708,0.0465318,0,6.01385e-10,6.013852e-10,13.6083,0.354384,0.000830589,-4.7294
12,10.0757,0.0481697,0,5.77358e-10,5.773579e-10,13.5699,0.353139,0.000827096,-4.7676
12,10.0804,0.0503443,0,5.5429e-10,5.542903e-10,13.5374,0.351944,0.000823484,-4.80328
12,10.0851,0.0532045,0,5.32145e-10,5.321446e-10,13.51,0.350798,0.000819786,-4.83769
12,10.09,0.0568924,0,5.10884e-10,5.108837e-10,13.4875,0.3497,0.000816027,-4.87247
12,10.0952,0.0615161,0,4.90472e-10,4.904722e-10,13.4693,0.348653,0.000812237,-4.90984
12,10.101,0.0672216,0,4.70876e-10,4.708762e-10,13.4551,0.347668,0.00080851,-4.95234
12,10.0003,0.00556502,0,1.00935e-09,1.009345e-09,14.6868,0.372801,0.000851668,-4.12402
12,10.0036,0.0161278,0,9.69019e-10,9.690192e-10,14.5221,0.370609,0.000851231,-4.14907
12,10.0098,0.0241403,0,9.30303e-10,9.303037e-10,14.3677,0.368536,0.000850779,-4.21127
12,10.0172,0.0293938,0,8.93134e-10,8.931341e-10,14.2235,0.366576,0.00085028,-4.28835
12,10.0243,0.0330627,0,8.57451e-10,8.574504e-10,14.0895,0.36472,0.000849702,-4.3587
12,10.0312,0.0357994,0,8.23193e-10,8.231932e-10,13.9654,0.362964,0.000849015,-4.42294
12,10.0379,0.0377344,0,7.90304e-10,7.903038e-10,13.851,0.361299,0.000848196,-4.48574
12,10.0444,0.0390799,0,7.58728e-10,7.58728e-10,13.7457,0.359719,0.000847233,-4.54578
12,10.0505,0.0401303,0,7.28415e-10,7.284148e-10,13.6491,0.358217,0.00084612,-4.60101
12,10.0563,0.0411044,0,6.99312e-10,6.99312e-10,13.5605,0.356787,0.000844859,-4.65171
12,10.0618,0.0421506,0,6.71372e-10,6.71372e-10,13.4794,0.355423,0.000843458,-4.69895
12,10.0672,0.0434014,0,6.44549e-10,6.445488e-10,13.4052,0.354122,0.000841929,-4.74341
12,10.0724,0.0449895,0,6.18797e-10,6.187969e-10,13.3373,0.35288,0.000840285,-4.78571
12,10.0776,0.0470424,0,5.94074e-10,5.940737e-10,13.2753,0.351693,0.000838542,-4.82679
12,10.0829,0.0496769,0,5.70339e-10,5.703386e-10,13.2187,0.350559,0.000836713,-4.86798
12,10.0885,0.0529955,0,5.47552e-10,5.475517e-10,13.1671,0.349478,0.000834814,-4.91093
12,10.0945,0.0570623,0,5.25675e-10,5.256752e-10,13.1204,0.348449,0.000832863,-4.95773
12,10.1012,0.0619833,0,5.04673e-10,5.046727e-10,13.0784,0.347484,0.000830918,-5.01063
12,10.0003,0.00492294,0,9.0868e-10,9.086805e-10,14.6866,0.372799,0.00085167,-4.16345
12,10.0031,0.0141977,0,8.72376e-10,8.723763e-10,14.5213,0.370603,0.000851245,-4.18563
12,10.0085,0.0214798,0,8.37521e-10,8.37522e-10,14.3656,0.368522,0.000850835,-4.23902
12,10.0151,0.0264972,0,8.0406e-10,8.040594e-10,14.219,0.36655,0.00085043,-4.30753
