# Region type : patch inlet
# Faces  :    30
# Area   :    2.540000e-05
# Time        	areaAverage(p)	areaAverage(U)
0.00249569    	4.467422e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00262969    	4.662999e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00276618    	3.933025e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00290529    	4.327911e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0030444     	2.303940e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00318635    	3.761330e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00333133    	1.498525e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0034763     	2.609758e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00362456    	7.410299e-02	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00377636    	3.491119e-02	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00392816    	-1.299347e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00408384    	-2.315173e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00423953    	-3.345795e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00439522    	-4.665452e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00455536    	-6.196850e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00471549    	-7.384332e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00487563    	-9.557697e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00504093    	-1.069743e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00520623    	-1.236749e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00537154    	-1.394966e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00553684    	-1.518587e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0057085     	-1.676884e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00588016    	-1.810991e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00605182    	-1.972478e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00622348    	-2.134497e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00639514    	-2.270392e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0065668     	-2.438872e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00674749    	-2.617242e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00692819    	-2.761643e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00710888    	-2.948390e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00728958    	-3.091188e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00747027    	-3.258317e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00765097    	-3.422123e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00783166    	-3.558875e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00801236    	-3.718818e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00819305    	-3.828017e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00837375    	-3.981514e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00855444    	-4.080049e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00873514    	-4.224744e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00891583    	-4.308058e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00909653    	-4.442812e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00927722    	-4.536480e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00945792    	-4.666523e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00963861    	-4.771293e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00981931    	-4.910378e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.01          	-5.009287e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0102        	-5.165488e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0104042     	-5.271645e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0106083     	-5.396454e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0108125     	-5.500050e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0110167     	-5.599724e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0112208     	-5.693817e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0114299     	-5.783778e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0116389     	-5.869354e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0118479     	-5.954875e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0120569     	-6.044918e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.012266      	-6.141519e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.012475      	-6.241831e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.012684      	-6.336450e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0128992     	-6.436559e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0131144     	-6.527863e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0133296     	-6.613716e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0135447     	-6.672835e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0137599     	-6.729456e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0139751     	-6.767265e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0141903     	-6.792222e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0144054     	-6.749075e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0146206     	-6.832254e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0148358     	-6.790013e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.015051      	-6.860132e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0152661     	-6.819099e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0154813     	-6.859737e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0156965     	-6.814435e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0159117     	-6.815630e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0161268     	-6.738890e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.016342      	-6.696420e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0165572     	-6.589585e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0167724     	-6.503697e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0169875     	-6.369893e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0172027     	-6.261225e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0174179     	-6.115012e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0176331     	-5.984321e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0178482     	-5.824258e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0180634     	-5.668813e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0182786     	-5.488359e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0184938     	-5.297195e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0187089     	-5.093263e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0189241     	-4.871662e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0191393     	-4.637784e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0193545     	-4.411414e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0195696     	-4.169661e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0197848     	-3.929474e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.02          	-3.695528e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0202326     	-3.428363e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0204651     	-3.175028e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0206977     	-2.910552e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0209302     	-2.653713e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0211628     	-2.389060e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0213953     	-2.147278e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0216279     	-1.892251e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0218605     	-1.674297e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.022093      	-1.453863e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0223256     	-1.225965e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0225581     	-1.035735e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0227907     	-8.422266e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.023016      	-6.867158e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0232413     	-4.828579e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0234666     	-3.644570e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0236919     	-1.598691e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0239172     	-7.454813e-02	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0241424     	1.088939e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0243677     	1.422602e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.024593      	2.641604e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0248183     	2.573003e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0250436     	3.448904e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0252689     	2.858232e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0254942     	3.674259e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0257195     	2.389695e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0259448     	2.869564e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0261701     	1.431743e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0263953     	1.343344e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0266206     	-1.109863e-02	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0268459     	-2.439884e-02	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0270712     	-2.355466e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0272965     	-2.446395e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0275218     	-4.884862e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0277471     	-4.568830e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0279724     	-7.862475e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0281977     	-6.947566e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.028423      	-1.127513e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0286483     	-9.448436e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0288735     	-1.479091e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0290988     	-1.214226e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0293241     	-1.797539e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0295494     	-1.529125e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0297747     	-2.205687e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.03          	-1.891003e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0302174     	-2.666418e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0304301     	-2.369509e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0306381     	-3.163541e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0308461     	-2.928471e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0310496     	-3.700199e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0312485     	-3.652774e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0314474     	-4.298677e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0316417     	-4.485385e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0318361     	-5.063598e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.032026      	-5.330679e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0322158     	-5.902837e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0324012     	-6.229865e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0325865     	-6.766025e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0327673     	-7.114644e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0329481     	-7.593927e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.033129      	-7.955062e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0333051     	-8.359630e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0334813     	-8.640551e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0336575     	-9.004727e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0338289     	-9.142149e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0340003     	-9.466503e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0341718     	-9.534390e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0343383     	-9.733698e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0345048     	-9.752400e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0346713     	-9.845774e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0348328     	-9.752089e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0349943     	-9.749836e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0351557     	-9.591122e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0353172     	-9.469110e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0354733     	-9.236621e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0356294     	-8.995193e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0357855     	-8.740149e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0359416     	-8.457377e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0360977     	-8.098236e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0362538     	-7.780427e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0364099     	-7.392657e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.036566      	-7.046182e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0367221     	-6.625167e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0368781     	-6.306828e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0370342     	-5.906872e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0371903     	-5.558777e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0373464     	-5.177697e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0375025     	-4.821280e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0376586     	-4.498614e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0378147     	-4.214765e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0379708     	-3.927021e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0381269     	-3.671784e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.038283      	-3.447971e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0384391     	-3.225387e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0385952     	-3.034299e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0387513     	-2.866804e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0389074     	-2.708173e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0390634     	-2.571336e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0392195     	-2.520820e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0393756     	-2.383614e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0395317     	-2.419534e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0396878     	-2.292866e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0398439     	-2.276638e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.04          	-2.270417e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0401724     	-2.321622e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0403448     	-2.274286e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0405172     	-2.324349e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0406928     	-2.321855e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0408685     	-2.352730e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0410441     	-2.380722e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0412197     	-2.412620e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0413953     	-2.536231e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0415709     	-2.511584e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0417502     	-2.678400e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0419296     	-2.684297e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0421089     	-2.808100e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0422883     	-2.904935e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0424676     	-3.011319e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0426469     	-3.137611e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0428263     	-3.200958e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0430056     	-3.336154e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.043185      	-3.405767e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0433643     	-3.467249e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0435437     	-3.610681e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.043723      	-3.665247e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0439076     	-3.857788e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0440922     	-3.905757e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0442768     	-4.080491e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0444615     	-4.130909e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0446461     	-4.302855e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0448307     	-4.340652e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0450153     	-4.579984e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0451999     	-4.622252e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0453846     	-4.882711e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0455692     	-4.997661e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0457538     	-5.248755e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0459384     	-5.336539e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.046123      	-5.557913e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0463076     	-5.627442e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0464923     	-5.772936e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0466769     	-5.824510e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0468615     	-5.892902e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0470461     	-5.843838e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0472307     	-5.892709e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0474154     	-5.852450e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0476        	-5.874516e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0477846     	-5.853698e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0479692     	-5.874396e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0481538     	-5.866502e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0483384     	-5.885693e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0485231     	-5.898838e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0487077     	-5.894821e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0488923     	-5.911082e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0490769     	-5.847462e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0492615     	-5.803103e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0494461     	-5.707759e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0496308     	-5.596026e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0498154     	-5.443892e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.05          	-5.273699e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0502        	-5.169012e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0504        	-4.886438e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0506        	-4.777285e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0508        	-4.548342e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.051         	-4.465260e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0512045     	-4.287495e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0514091     	-4.182058e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0516136     	-4.009107e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0518182     	-3.833439e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0520227     	-3.639811e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0522273     	-3.408797e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0524318     	-3.169548e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0526364     	-2.918544e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0528409     	-2.672611e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0530455     	-2.417532e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.05325       	-2.180983e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0534545     	-1.950564e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0536591     	-1.712709e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0538636     	-1.479262e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0540682     	-1.242548e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0542727     	-9.881134e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0544773     	-7.213978e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0546818     	-4.466808e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0548864     	-1.826147e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0550909     	1.195768e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0552955     	3.613684e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0555        	6.473271e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0557045     	8.703257e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0559091     	1.131895e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0561136     	1.321355e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0563182     	1.534726e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0565227     	1.732348e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0567273     	1.891077e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0569318     	2.109865e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0571236     	2.275470e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0573153     	2.405168e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0575071     	2.529878e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0576989     	2.628542e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0578906     	2.734808e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0580824     	2.738493e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0582741     	2.860253e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0584659     	2.927144e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0586577     	2.983878e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0588494     	3.036590e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0590412     	3.025858e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.059233      	3.054653e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0594247     	3.092590e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0596165     	3.042253e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0598082     	3.060892e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.06          	2.969243e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0602041     	2.928755e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0604082     	2.750446e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0606122     	2.729322e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0608163     	2.612381e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0610204     	2.494193e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0612245     	2.301014e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0614286     	2.071965e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
