# Region type : patch inlet
# Faces  :    30
# Area   :    2.540000e-05
# Time        	areaAverage(p)	areaAverage(U)
0.00258738    	3.999455e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00273272    	4.450093e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00288103    	5.873901e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00302934    	5.677404e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00318088    	5.765596e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00333242    	6.050890e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00348748    	6.040167e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00364254    	5.986848e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00380147    	5.679942e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00396041    	5.169085e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00411935    	4.681591e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0042827     	3.824450e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00444605    	3.004087e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0046094     	1.988424e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00477786    	7.268175e-02	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00494631    	-4.669218e-02	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00511477    	-1.819032e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00528924    	-3.322134e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00546371    	-4.754095e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00563819    	-6.395884e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00581266    	-7.864678e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00598713    	-9.584574e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00616954    	-1.147122e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00635194    	-1.310600e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00653434    	-1.492744e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00671674    	-1.664914e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00689915    	-1.848323e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00708155    	-1.991477e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00726395    	-2.195350e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00745939    	-2.394641e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00765482    	-2.548152e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00785025    	-2.716696e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00804568    	-2.866673e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00824111    	-2.998646e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00843655    	-3.153344e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00863198    	-3.272435e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00882741    	-3.430668e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00902284    	-3.527528e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00921827    	-3.685271e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0094137     	-3.764238e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00960914    	-3.919746e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.00980457    	-3.983008e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.01          	-4.125154e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0102174     	-4.241779e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0104348     	-4.357637e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0106572     	-4.442436e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0108797     	-4.440300e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0111021     	-4.692616e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0113303     	-4.681087e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0115584     	-4.851778e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0117866     	-4.881125e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0120147     	-4.892049e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0122496     	-5.124522e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0124844     	-5.064511e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0127193     	-5.157065e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0129542     	-5.257189e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.013189      	-5.339855e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0134239     	-5.248746e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0136675     	-5.523928e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.013911      	-5.382609e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0141546     	-5.523727e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0143981     	-5.404412e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0146417     	-5.724982e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0148852     	-5.487225e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0151288     	-5.717318e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0153724     	-5.484732e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0156159     	-5.888143e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0158595     	-5.552722e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.016103      	-5.850801e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0163466     	-5.537754e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0165902     	-5.991230e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0168337     	-5.601377e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0170773     	-5.916150e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0173208     	-5.582838e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0175644     	-6.021747e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.017808      	-5.645112e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0180515     	-5.905320e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0182951     	-5.626865e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0185386     	-5.976022e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0187822     	-5.689077e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0190258     	-5.842342e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0192693     	-5.756225e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0195129     	-5.858296e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0197564     	-5.663083e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.02          	-5.876175e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0202564     	-5.712253e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0205128     	-5.741970e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0207692     	-5.741383e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0210256     	-5.758553e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0212821     	-5.615081e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0215385     	-5.763656e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0217949     	-5.653195e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0220513     	-5.610908e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0223077     	-5.665641e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0225641     	-5.623424e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0228205     	-5.528750e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0230769     	-5.619199e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0233333     	-5.553263e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0235897     	-5.472596e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0238462     	-5.552477e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0241026     	-5.494457e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.024359      	-5.493466e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0246154     	-5.384931e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0248718     	-5.478952e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0251282     	-5.421599e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0253846     	-5.422535e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.025641      	-5.316066e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0258974     	-5.410093e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0261538     	-5.354824e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0264103     	-5.357690e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0266667     	-5.254650e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0269231     	-5.351048e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0271795     	-5.298994e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0274359     	-5.300231e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0276923     	-5.203011e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0279487     	-5.299955e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0282051     	-5.252853e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0284615     	-5.265603e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0287179     	-5.168285e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0289744     	-5.270920e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0292308     	-5.225923e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0294872     	-5.237830e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0297436     	-5.142280e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.03          	-5.206189e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0302564     	-5.182853e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0305128     	-5.223455e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0307692     	-5.064546e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0310256     	-5.249514e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0312821     	-5.122850e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0315385     	-5.220128e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0317949     	-5.041970e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0320513     	-5.247105e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0323077     	-5.105839e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0325641     	-5.210998e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0328205     	-5.027007e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0330769     	-5.235339e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0333333     	-5.091968e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0335897     	-5.200085e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0338462     	-5.010791e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0341026     	-5.223303e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.034359      	-5.076318e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0346154     	-5.186101e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0348718     	-5.087102e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0351282     	-5.077239e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0353846     	-5.121768e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.035641      	-5.129078e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0358974     	-5.094421e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0361538     	-5.125821e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0364103     	-4.992334e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0366667     	-5.149424e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0369231     	-5.053492e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0371795     	-5.105696e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0374359     	-5.058983e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0376923     	-4.992372e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0379487     	-5.083994e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0382051     	-5.048354e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0384615     	-5.050446e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0387179     	-5.035530e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0389744     	-4.944555e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0392308     	-5.055314e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0394872     	-5.012446e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0397436     	-5.019360e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.04          	-5.011916e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.04025       	-4.910880e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0405        	-5.035868e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.04075       	-4.989674e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.041         	-5.003684e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.04125       	-4.990517e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0415        	-4.900834e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.04175       	-5.005787e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.042         	-4.974887e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.04225       	-4.981189e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0425        	-4.885693e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.04275       	-4.992199e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.043         	-4.963082e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.04325       	-4.969755e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0435        	-4.872592e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.04375       	-4.977436e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.044         	-4.950083e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.04425       	-5.000756e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0445        	-4.853441e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.04475       	-4.969028e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.045         	-4.975019e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.04525       	-4.966403e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0455        	-4.893508e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.04575       	-4.981185e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.046         	-4.944559e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.04625       	-4.950301e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0465        	-4.876392e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.04675       	-4.965711e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.047         	-4.934203e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.04725       	-4.867406e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0475        	-4.956928e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.04775       	-4.926619e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.048         	-4.859791e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.04825       	-4.952722e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0485        	-4.955625e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.04875       	-4.856060e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.049         	-4.962678e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.04925       	-4.947219e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0495        	-4.857961e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.04975       	-4.959864e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.05          	-4.945503e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.05025       	-4.859393e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0505        	-4.957659e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.05075       	-4.946058e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.051         	-4.860484e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.05125       	-4.883674e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0515        	-4.956868e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.05175       	-4.941069e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.052         	-4.854009e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.05225       	-4.881854e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0525        	-4.952027e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.05275       	-4.941434e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.053         	-4.853101e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.05325       	-4.869608e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0535        	-4.961671e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.05375       	-4.921095e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.054         	-4.881647e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.05425       	-4.872246e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0545        	-4.983322e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.05475       	-4.926857e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.055         	-4.904876e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.05525       	-4.879443e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0555        	-5.006987e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.05575       	-4.930747e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.056         	-4.932004e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.05625       	-4.881232e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0565        	-5.053283e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.05675       	-4.929219e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.057         	-4.958216e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.05725       	-4.889473e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0575        	-5.086228e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.05775       	-4.867314e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.058         	-5.001058e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.05825       	-4.984129e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0585        	-4.978784e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.05875       	-4.933942e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.059         	-5.112375e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.05925       	-4.903364e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0595        	-5.023712e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.05975       	-4.944308e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.06          	-5.094964e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.06025       	-4.951854e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0605        	-5.034921e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.06075       	-4.986263e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.061         	-5.139817e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.06125       	-4.963719e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0615        	-5.066822e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.06175       	-5.016321e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.062         	-5.177204e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.06225       	-4.998781e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0625        	-5.103778e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.06275       	-5.061031e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.063         	-5.097161e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.06325       	-5.206984e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0635        	-5.089188e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.06375       	-5.183476e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.064         	-5.117287e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.06425       	-5.157416e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0645        	-5.171456e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.06475       	-5.193135e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.065         	-5.202375e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.06525       	-5.224679e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0655        	-5.232050e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.06575       	-5.257922e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.066         	-5.262844e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.06625       	-5.294608e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0665        	-5.295459e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.06675       	-5.334514e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.067         	-5.328859e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.06725       	-5.375841e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0675        	-5.363506e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.06775       	-5.416107e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.068         	-5.400501e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.06825       	-5.452482e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0685        	-5.443840e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.06875       	-5.485822e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.069         	-5.484586e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.06925       	-5.520210e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0695        	-5.525179e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.06975       	-5.554286e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.07          	-5.555529e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.07025       	-5.586430e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0705        	-5.581907e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.07075       	-5.617516e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.071         	-5.602952e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.07125       	-5.648964e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0715        	-5.616132e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.07175       	-5.682455e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.072         	-5.619708e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.07225       	-5.717869e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0725        	-5.621374e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.07275       	-5.745164e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.073         	-5.625404e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.07325       	-5.760789e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0735        	-5.623355e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.07375       	-5.773820e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.074         	-5.625411e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.07425       	-5.773132e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0745        	-5.628812e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.07475       	-5.759438e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.075         	-5.631141e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.07525       	-5.733004e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0755        	-5.632954e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.07575       	-5.688491e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.076         	-5.622182e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.07625       	-5.658920e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0765        	-5.594426e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.07675       	-5.616046e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.077         	-5.544387e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.07725       	-5.563013e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0775        	-5.478847e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
