# Region type : patch inlet
# Faces  :    30
# Area   :    2.540000e-05
# Time        	areaAverage(p)	areaAverage(U)
0.07775       	-5.494734e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.078         	-5.397976e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.07825       	-5.408093e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0785        	-5.301276e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.07875       	-5.301371e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.079         	-5.187832e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.07925       	-5.174200e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0795        	-5.057970e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.07975       	-5.028544e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08          	-4.912562e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08025       	-4.867582e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0805        	-4.755701e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08075       	-4.696665e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.081         	-4.592096e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08125       	-4.522588e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0815        	-4.428001e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08175       	-4.354023e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.082         	-4.270359e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08225       	-4.198989e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0825        	-4.130192e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08275       	-4.053334e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.083         	-4.007997e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08325       	-3.943131e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0835        	-3.900934e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08375       	-3.853166e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.084         	-3.823335e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08425       	-3.790782e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0845        	-3.774899e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08475       	-3.756989e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.085         	-3.754344e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08525       	-3.751454e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0855        	-3.761270e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08575       	-3.771520e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.086         	-3.791644e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08625       	-3.813019e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0865        	-3.842277e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08675       	-3.872970e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.087         	-3.909740e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08725       	-3.948106e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0875        	-3.990836e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08775       	-4.034101e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.088         	-4.080389e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08825       	-4.126616e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0885        	-4.173842e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08875       	-4.221506e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.089         	-4.268385e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08925       	-4.314615e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0895        	-4.360307e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08975       	-4.404614e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09          	-4.447548e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09025       	-4.488636e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0905        	-4.528787e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09075       	-4.566483e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.091         	-4.603084e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09125       	-4.633143e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0915        	-4.664275e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09175       	-4.693832e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.092         	-4.720439e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09225       	-4.745852e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0925        	-4.768273e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09275       	-4.789437e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.093         	-4.807755e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09325       	-4.825071e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0935        	-4.840197e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09375       	-4.853997e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.094         	-4.865753e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09425       	-4.876767e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0945        	-4.910812e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09475       	-4.908938e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.095         	-4.920564e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09525       	-4.923996e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0955        	-4.930141e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09575       	-4.933866e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.096         	-4.937695e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09625       	-4.940635e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0965        	-4.943315e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09675       	-4.945472e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.097         	-4.947456e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09725       	-4.949291e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0975        	-4.950609e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09775       	-4.952000e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.098         	-4.953132e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09825       	-4.954318e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0985        	-4.955420e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09875       	-4.956547e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.099         	-4.957655e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09925       	-4.958815e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0995        	-4.963366e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09975       	-4.960724e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1           	-4.963023e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10025       	-4.964085e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1005        	-4.965812e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10075       	-4.970820e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.101         	-4.971344e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10125       	-4.971121e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1015        	-4.973564e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10175       	-4.978451e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.102         	-4.980564e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10225       	-4.982511e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1025        	-4.985587e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10275       	-4.987257e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.103         	-5.006394e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10325       	-5.006264e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1035        	-5.011959e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10375       	-5.013733e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.104         	-5.016377e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10425       	-5.018837e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1045        	-5.021352e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10475       	-5.026224e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.105         	-5.027777e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10525       	-5.031037e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1055        	-5.034228e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10575       	-5.037803e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.106         	-5.040953e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10625       	-5.043056e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1065        	-5.046343e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10675       	-5.049342e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.107         	-5.052568e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10725       	-5.054723e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1075        	-5.058020e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10775       	-5.060722e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.108         	-5.062765e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10825       	-5.065905e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1085        	-5.067674e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10875       	-5.069971e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.109         	-5.071440e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10925       	-5.073502e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1095        	-5.075131e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10975       	-5.076591e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11          	-5.078217e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11025       	-5.079047e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1105        	-5.080419e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11075       	-5.080764e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.111         	-5.082329e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11125       	-5.081948e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1115        	-5.082783e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11175       	-5.082688e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.112         	-5.083689e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11225       	-5.082258e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1125        	-5.082507e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11275       	-5.081835e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.113         	-5.081648e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11325       	-5.080778e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1135        	-5.080015e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11375       	-5.078904e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.114         	-5.078409e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11425       	-5.076479e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1145        	-5.075846e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11475       	-5.074136e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.115         	-5.072997e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11525       	-5.071522e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1155        	-5.069675e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11575       	-5.068379e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.116         	-5.065874e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11625       	-5.064937e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1165        	-5.062287e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11675       	-5.061343e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.117         	-5.058962e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11725       	-5.057395e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1175        	-5.055097e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11775       	-5.053516e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.118         	-5.051461e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11825       	-5.049738e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1185        	-5.047252e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11875       	-5.045807e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.119         	-5.043298e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11925       	-5.046471e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1195        	-5.038256e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11975       	-5.038050e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12          	-5.035137e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12025       	-5.034218e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1205        	-5.031076e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12075       	-5.029790e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.121         	-5.027495e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12125       	-5.025913e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1215        	-5.024006e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12175       	-5.022336e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.122         	-5.020268e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12225       	-5.018592e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1225        	-5.016840e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12275       	-5.015661e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.123         	-5.012972e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12325       	-5.011992e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1235        	-5.010087e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12375       	-5.007899e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.124         	-5.006947e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12425       	-5.005404e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1245        	-5.007071e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12475       	-5.003920e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.125         	-5.001145e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12525       	-4.999290e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1255        	-5.017783e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12575       	-5.011359e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.126         	-5.012833e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12625       	-5.009988e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1265        	-5.009688e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12675       	-5.010546e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.127         	-5.011227e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12725       	-5.004417e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1275        	-5.003421e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12775       	-5.002259e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.128         	-5.001253e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12825       	-5.000273e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1285        	-4.998694e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12875       	-4.997737e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.129         	-4.996861e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12925       	-4.995865e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1295        	-4.994522e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12975       	-4.993766e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13          	-4.996718e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13025       	-4.995173e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1305        	-4.994682e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13075       	-4.989222e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.131         	-4.993696e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13125       	-4.990803e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1315        	-4.991911e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13175       	-4.985376e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.132         	-4.986715e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13225       	-4.985151e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1325        	-4.987588e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13275       	-4.987879e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.133         	-4.983051e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13325       	-4.983563e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1335        	-4.985869e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13375       	-4.984125e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.134         	-4.984097e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13425       	-4.984018e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1345        	-4.983399e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13475       	-4.982753e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.135         	-4.981910e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13525       	-4.982377e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1355        	-4.981511e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13575       	-4.980132e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.136         	-4.980569e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13625       	-4.977421e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1365        	-4.981797e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13675       	-4.979039e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.137         	-4.979935e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13725       	-4.978321e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1375        	-4.979174e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13775       	-4.977908e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.138         	-4.978396e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13825       	-4.977425e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1385        	-4.978340e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13875       	-4.977841e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.139         	-4.976916e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13925       	-4.977449e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1395        	-4.976768e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13975       	-4.977020e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14          	-4.976643e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14025       	-4.976047e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1405        	-4.976244e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14075       	-4.975780e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.141         	-4.975543e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14125       	-4.976162e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1415        	-4.975649e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14175       	-4.975093e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.142         	-4.975654e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14225       	-4.975178e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1425        	-4.975304e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14275       	-4.975121e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.143         	-4.974828e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14325       	-4.974739e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1435        	-4.974772e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14375       	-4.974431e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.144         	-4.975041e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14425       	-4.984399e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1445        	-4.965287e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14475       	-4.989217e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.145         	-4.985171e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14525       	-4.987936e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1455        	-4.985869e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14575       	-4.986254e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.146         	-4.985889e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14625       	-4.986382e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1465        	-4.985973e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14675       	-4.985694e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.147         	-4.985321e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14725       	-4.985440e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1475        	-4.985302e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14775       	-4.985417e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.148         	-4.984840e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14825       	-4.985226e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1485        	-4.984014e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14875       	-4.984927e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.149         	-4.983854e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14925       	-4.985011e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1495        	-4.983274e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14975       	-4.983833e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15          	-4.983008e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15025       	-4.983521e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1505        	-4.983051e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15075       	-4.982710e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.151         	-4.983739e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15125       	-4.982945e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1515        	-4.982594e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15175       	-4.982478e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.152         	-4.982587e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15225       	-4.979664e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1525        	-4.983484e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15275       	-4.981600e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.153         	-4.982553e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15325       	-4.981544e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1535        	-4.981720e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15375       	-4.981138e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.154         	-4.981882e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15425       	-4.981556e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1545        	-4.981094e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15475       	-4.981553e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.155         	-4.980992e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15525       	-4.980777e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1555        	-4.981088e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15575       	-4.980366e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.156         	-4.977789e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15625       	-4.980806e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1565        	-4.979967e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15675       	-4.979951e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.157         	-4.979904e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15725       	-4.979978e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1575        	-4.979518e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15775       	-4.979468e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.158         	-4.979449e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15825       	-4.978913e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1585        	-4.978793e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15875       	-4.979554e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.159         	-4.978801e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15925       	-4.978666e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1595        	-4.978655e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15975       	-4.978587e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.16          	-4.978497e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.16025       	-4.978124e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1605        	-4.978211e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.16075       	-4.977950e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.161         	-4.977753e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.16125       	-4.977403e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1615        	-4.977364e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.16175       	-4.977878e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.162         	-4.977486e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.16225       	-4.976912e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1625        	-4.977161e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.16275       	-4.976643e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.163         	-4.976853e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
